REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2757,closed,8,2015-12-05 09:36:43,8.1,,,1,"b""b' We will!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2757,closed,reopened,2015-12-13 02:37:08,219.27,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2757,closed,9,2015-12-05 09:36:43,197.12,,,1,"b""b' ohhh i see. thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2757,closed,closed,2016-01-13 18:21:49,944.68,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2757,closed,-,-,-,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2792,closed,opened,2015-12-30 05:25:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2792,closed,title,2015-12-30 05:25:42,00:00,,1,,"b'b"" css(\'animation-iteration-count\'"," 5) doesn\'t apply style to element""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2792,closed,body,2015-12-30 05:25:42,00:00,,1,,b'b\' When I use I expect element has (this vendor prefix is just a example), but it doesn\\\'t. So I debug , I found when I use actually become  .Browser consider it a illegal value, because only accept  ," so this style don\\\'t have effect. This is a [reproduceBug demo]url  So that shoud add property to prevent automatically add ""px"" to the value.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2792,closed,1,2015-12-30 05:25:42,1205.73,,1,,"b""b' Goto #2793 to see how to fix that'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2792,closed,closed,2015-12-31 01:31:26,1205.73,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2792,closed,2,2015-12-30 05:25:42,489.8,,1,,"b'b"" Reopening"," this shouldn\'t have been closed.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2792,closed,reopened,2015-12-31 09:41:14,489.8,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2792,closed,closed,2016-01-07 20:51:38,670.4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2792,closed,-,-,-,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,opened,2015-12-30 05:45:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,title,2015-12-30 05:45:26,00:00,,1,,"b""b' CSS: Add animation-iteration-count to cssNumber #2792'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,body,2015-12-30 05:45:26,00:00,,1,,"b""b' #2792'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,1,2015-12-30 05:45:26,0.07,,,1,"b'b"" Thank you for your pull request. It looks like this may be your first contribution to a jQuery Foundation project", if so we need you to sign our Contributor License Agreement (CLA). **:memo: Please visit url  to sign.** After you signed, the PR is checked again automatically after a minute. If there\'s still an issue, please reply here to let us know. If you\'ve already signed our CLA, it\'s possible your git author information doesn\'t match your CLA signature (both your name and email have to match), for more information," [check the status of your CLA check]url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,2,2015-12-30 05:45:26,160.6,,1,,"b""b' I only want to fix a litter bug"," why not? [CLA Verification Results]url I have done below1. Signing the CLA2. Updating Git Config3. git commit amend reset-author4. git push -f origin master'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,3,2015-12-30 05:45:26,47.65,,1,,"b""b' Is ufologist your full name? The CLA check requires a full name (first & last) unless someone has a reason to hide it.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,4,2015-12-30 05:45:26,68.8,,,1,"b""b' Thanks @mgolufologist is my nickname", but even I config and sign my full name," it does not work too. [CLA Verification Results]url I need more help. :('""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,5,2015-12-30 05:45:26,132.17,,1,,"b""b' @ufologist Your commits must be signed by your full name as well. You can modify it via: You have 3 commits", though," every one of them would have to be modified. You might want to squash them to one commit first.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,6,2015-12-30 05:45:26,3.07,1,,,"b'b"" @ This is a mess", we\'re adding more & more stuff to this array and it\'ll always be a problem as CSS is expanding. I\'d like to get rid of this  -appending but it might be too big a breaking change. This is probably too late for 3.0 but how about switching the blacklist to a whitelist? If jQuery doesn\'t append for you it\'s easier to fix by yourself than if it does append erroneously. My guess would be 99% of the uses are common properties like or  ," etc. We could identify those most popular ones and append only to them. Migrate could restore the previous behavior but warn if someone passes a numeric value to properties that are not on the current blacklist.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,7,2015-12-30 05:45:26,197.98,,1,,"b""b' Would you mind creating another issue about it? Otherwise we might clutter this one.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,8,2015-12-30 05:45:26,68.97,,1,,"b""b' Right"," created #2795 for that.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,9,2015-12-30 05:45:26,3.27,,1,,"b'b"" I\'m looking at the added tests and the ones before it and they seem wrong... We\'re checking for truthiness of just after we set it but if jQuery was erroneously adding to values for this property then the browser would reject it and set an empty string which is falsy; this would lead us to incorrectly treat the browser as not supporting the property and", as a result," pass the test. Shouldn\'t we check: instead?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,10,2015-12-30 05:45:26,502.32,,,1,"b'b"" Thanks @mgol I understand that set \'animation-iteration-count\' by css() is not a common use.But if not anyone find the same problem except me?I accpet thatThan I will know \'animation-iteration-count\' property need added to by myself"," or I can do passby the rule(use a string instead a numeric).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,closed,2015-12-31 01:30:19,1184.88,1,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,11,2015-12-30 05:45:26,474.22,,1,,"b'b"" @ufologist Why this was closed?  I don\'t think @mgol comment was implying that we don\'t want your changes.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,12,2015-12-30 05:45:26,15.85,,,1,"b'b"" This PR is fine"," I proposed changing an approach but that\'s a separate duscussion. This PR just needs changes I mentioned in my last comment. I\'m reopening.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,reopened,2015-12-31 09:40:23,490.07,1,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,closed,2016-01-07 20:51:38,671.25,1,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,13,2015-12-30 05:45:26,678.68,,,1,"b""b' Landed on df822caff079177d1840d67e03d6b24a93ea99a5 ( )"," b9a695865b4eb3916f7320026d028a2866da6e4e ( ) & 01fb17be63d3d08789303f2e0eb7b6fcccc8fd56 ( ). Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2793,closed,-,-,-,1,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,opened,2016-01-04 01:00:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,title,2016-01-04 01:00:53,00:00,,1,,"b""b' closest: remove exception for pos selectors'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,body,2016-01-04 01:00:53,00:00,,1,,"b'b"" Further discussion here:  url  The documentation for closest states: However", it seems that this is often not the case.  You can see this illustrated here: url  When the context is passed explicitly, closest works as expected and only finds an element if it is within the context element.  However, if the jquery set has a context and closest is called without explicitly passing a context, no context is used (contradicting the documentation).  However, if the selector passed to closest contains non-css selectors (gt, eq, etc.)," then the set\'s context **is** used. I believe the fix should be to change the loop condition as follows:should become:which would be in line with the non-css code which does a similar thing with context:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,1,2016-01-04 01:00:53,138.83,,,1,"b'b"" Hmmm. The property was deprecated as of 2.0 and will be removed in 3.0", see gh-1908, so it looks like the docs need to be changed in that respect Even if the property was still present, doesn\'t take a so any string selectors passed to with a context wouldn\'t be rooted at the context the way they should be which could cause incorrect results. The only place we use the arg there is for positional selectors," I think it would be best to document that and leave the implementation as-is.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,2,2016-01-04 01:00:53,59.48,1,,,b'b\' Deprecation aside, you wouldn\\\'t need to be able to pass context to matchesSelector for it to work as documented but rather just update the loop condition as mentioned.  The documentation implies that  will be used in place of context if context is not passed.  Since passing context works as expected, you could certainly do the same with . That said, I think most people would be confused by it actually working as documented.  Since it generally doesn\\\'t work as documented (and hasn\\\'t for many releasesif ever)," I would think it would be better to remove the """" portion of the ""pos"" creation and just remove that line from the documentation.  As it is now"," it is inconsistent as using "":first"" in your selector will use the context but without it it won\\\'t", etc. (Not sure if any of this matters in the end if 3.0 is in the works and there will be no further 2.x releases, not familiar with the current release schedule.  Obviously if  is removed entirely it will need to be removed here anyway.)\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,3,2016-01-04 01:00:53,780.77,,1,,"b'b"" Discussed in the meeting today. Since doesn\'t exist anymore in 3.0 we need to update the docs to remove the mention; the bug won\'t be fixed because the property has disappeared. We also need to make clear that the arg in is only used for positional selectors. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,4,2016-01-04 01:00:53,7.03,,1,,b'b\' But currently the context parameter is used for all selectors.  It is in the loop condition so the loop ends once the context element is reached," thereby not continuing any further up the dom. The only possible issue I see with the context parameter is if the context is not an ancestor element then it is basically ""not used"" for non positional selectors.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,5,2016-01-04 01:00:53,2.93,,1,,b'b\' Yeah, true," the docs need to be clear about what ""used"" means. I was thinking in terms of being the root of the tree from which selector strings are evaluated. I agree it is currently the point at which we stop trying to match", which is a different thing. For example, url \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,6,2016-01-04 01:00:53,29.43,,1,,"b'b"" The context parameter has two effects: a cap on upward traversal", and a root for positional selectors and non-string selectors (another latent bug, by the way). The first is of [arguable value]url  but (as noted above) fails for any element in the collection that does not descend from it, but the second seems utterly pointless ( ? _Really?_) and isn\'t even tested (the closest we have is assertions that [positional selectors _without_ context yield nothing]url  I\'d prefer to drop the parameter completely," but at minimum I think the positional selector interaction should be removed.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,7,2016-01-04 01:00:53,243.5,,,1,"b'b"" I can see the cap on upward traversal being useful in the context of a component on the page that could be embedded in arbitrary markup. Still", in cases where I _personally_ have wanted to use it was a programming error to not be inside whatever I expected to find; limiting the traversal just ensures that nothing happens which isn\'t always the best thing for debugging. :smile_cat: Yeah, I tried to think of a reason for using with a positional selector, with or without a context," and I got nothing. It\'s possible that someone is using it but if we\'re going to break their code it seems like 3.0 would be as good a time as any. If we can come to an agreement on this I can put together a PR. At minimum we need to remove but removing the whole positional selector exception would be nice as well. That would  leave only for limiting upward traversal. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,8,2016-01-04 01:00:53,72.35,,1,,"b""b' Yeah", I think we should just return empty whenever the selector is positional rather than try to get clever. As for the second argument, it feels like an underpowered [ ]url  alias (e.g., is just and is similar but requires a wrapping  )," which I guess is okay because that method also ignores non-ancestor halting conditions.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,9,2016-01-04 01:00:53,830.25,,1,,"b""b' I see the point your making with the nested div example but just want to point out that the context parameter here has to be a dom element.  Passing a jquery object as in your example has no effect at all with non-positional selectors.  I suppose you could consider that another bug"," but the documentation does define it as a dom element so not really a bug.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,10,2016-01-04 01:00:53,99.38,,1,,"b'b"" I agree about the error in the example @kingjiv but even when corrected it\'s the same result. url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,11,2016-01-04 01:00:53,126.73,,1,,"b'b"" So", I think we already deprecated the context argument. The [docs]url  even say that it was removed in 1.8," but it\'s still around. Perhaps all we need to do is actually remove it in 3.0.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,12,2016-01-04 01:00:53,0.62,,1,,"b'b"" Nevermind"," that\'s a different signature.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,13,2016-01-04 01:00:53,35.02,,1,,"b""b' Per meeting"," closing this in favor of [docs clarification]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,closed,2016-01-11 17:27:13,986.33,1,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,14,2016-01-04 01:00:53,0.68,,1,,"b""b' Well"," aside from removing the pos exception.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,reopened,2016-01-11 17:27:54,0.68,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,closed,2016-01-13 18:37:40,69.77,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2796,closed,-,-,-,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2824,closed,opened,2016-01-14 00:20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2824,closed,title,2016-01-14 00:20:24,00:00,,1,,"b""b' 1.12.0 vs 1.11.2 selectors with # broken'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2824,closed,body,2016-01-14 00:20:24,00:00,,,1,b'b\' The following is a perfectly valid selector under 1.11.2:$(\\\'.class a[href=#anchor]\\\'); But fails under 1.12.0," and requires quotes:$(\\\'.class a[href=""#anchor""]\\\'); Likely related to:url \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2824,closed,1,2016-01-14 00:20:24,12.75,,1,,"b""b' Yes", but it was never a valid standard CSS selector," anything with special characters or spaces has to be quoted in the selector. Accepting it in previous versions was a bug. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2824,closed,closed,2016-01-14 00:33:14,12.83,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2824,closed,2,2016-01-14 00:20:24,877.32,,1,,"b""b' Whether you regard this as a previous bug or not"," it is a breaking change.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2824,closed,3,2016-01-14 00:20:24,6.02,,1,,"b""b' Fixing a bug almost always breaks something.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2824,closed,4,2016-01-14 00:20:24,59.93,,1,,"b""b' The release notes specify this is a non-breaking change. But you are changing the way the selector syntax works and has worked for a long time. There will be a LOT of code in the wild that uses this construct. Your own test suite previous proved the accepted # syntax:url You had to update it to work with the new syntax. Yet nowhere do you indicate that the selector syntax has now changed. Where is the issue for the bug? Where is the release note stating the change in behaviour?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2824,closed,5,2016-01-14 00:20:24,25.5,,1,,"b'b"" @cosmicnet Every behavior change may break code that relies on unspecified behavior; if we treated all of them as breaking changes we couldn\'t have non-major releases at all. Semver only applies to what\'s documented", i.e. what\'s on url  We\'ve never promised there that such a selector works, hence by definition changing that is not a breaking change. We did think that it might break some incorrect code, though and that\'s why we didn\'t introduce this change in a patch release but in a minor one," even though semver permits us to do it in a patch release.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2824,closed,6,2016-01-14 00:20:24,12.37,1,,,"b'b"" @cosmicnet specifically what do you think we need to do here? Are you advocating that we revert this change? I don\'t think we can do that. We are trying to parse valid CSS selectors per the spec and allowing these kind of exceptions (even undocumented) makes that difficult if not impossible. It also causes the selector to be rejected by the path which results in performance degradation. If you\'re just saying you\'re frustrated that this was a breaking change to your code", we\'re sorry for that. There were several other undocumented features that we _did_ mention in the release notes, it\'s just hard to know which ones the world may be depending upon. We\'re always glad to take feedback on our WIP builds," note that this was committed long ago and using the WIP build would have revealed the compatibility issue.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2824,closed,7,2016-01-14 00:20:24,324.72,,1,,"b'b\' @dmethvin The fact that your own test suite was proving the ""unspecified behaviour"" indicates to me just how common this usage will be", I also see that as documenting the feature. After all," the test suite should be the definitive definition of what is valid and what is not. If it\\\'s proving ""undocumented features"" that are erroneous then that indicates a serious problem with the tests. I fail to see how not mentioning it at all in the release notes is anything other than an omission. Instead", at the very least a note with the explanation you have given would be far more appropriate.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2824,closed,8,2016-01-14 00:20:24,0.97,,1,,"b""b' '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2824,closed,9,2016-01-14 00:20:24,4.33,,1,,"b""b' @dmethvin I fail to see how not mentioning it at all in the release notes is anything other than an omission. Instead"," at the very least a note with the explanation you have given would be far more appropriate.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2824,closed,10,2016-01-14 00:20:24,1.33,,,1,"b""b' Thanks. I agree. All we can do is try to track these better in the future.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2824,closed,11,2016-01-14 00:20:24,353.93,1,,,"b'b"" @dmethvin I think this needs a serious revisit. Its too late now", but in the future this is really relevant to how you make decisions. WordPress included this in v4.5 and broke dozens of themes if not hundreds of really popular themes which means this bug is now in the wild on a very large scale. Problem is that my products are unrelated and have no issues at all but are reliant on our users theme not throwing stupid errors.  So no my entire support queue is full due to problems I can\'t do anything about. Seems like the simple solution would have been to simply make it still recognize the older ones and throw a silent error while still doing what was expected originally. Deprecate it, document it, revist it later to remove it entirely.  Progress in the name of progress," is anything but.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
