REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3309,closed,4,2014-10-14 19:09:47,9.52,1,,,"b'b"" actually", @liasomething can you try changing to or  ? i think what\'s happening is you\'re drawing circles at z=30," but you actually mean to be drawing ellipses that have h=30 and w=30 in OF we have: because processing only has this can cause confusion sometimes.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3309,closed,5,2014-10-14 19:09:47,7.67,,1,,"b'b"" oh", that\'s it, i\'m testing and there\'s of course no difference between perspective and ortho," when drwaing at 0.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3309,closed,6,2014-10-14 19:09:47,33.07,,,1,"b""b' great!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3309,closed,closed,2014-10-14 21:31:44,50.25,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3309,closed,7,2014-10-14 19:09:47,759.68,,,1,"b""b' thanks! :)but that means that i can actually not use any z depth when i want to export to pdf"," right ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3309,closed,8,2014-10-14 19:09:47,1184.05,1,,,"b'b"" @liasomething you can use z depth", but if you want it to look the same on screen as when you export to the pdf, you need to use the orthographic projection @arturoc recommended. it\'s a little strange that cairo uses orthographic projection only," it is a bit inconsistent with the rest of OF.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3309,closed,-,-,-,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3323,closed,opened,2014-10-19 20:51:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3323,closed,title,2014-10-19 20:51:29,00:00,,1,,"b""b' ofxNetwork addon: multiple errors compiling networkUdpReceiverExample on Linux'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3323,closed,body,2014-10-19 20:51:29,00:00,,1,,b'b\' System: Ubuntu 14.04 64bit," current OF-github-version. Compiling the example ""networkUdpReceiverExample"" throws the following errors:  commenting one of the cases out leads to another error:  \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3323,closed,1,2014-10-19 20:51:29,14.13,,1,,"b""b' I do not know if this fits the purpose or breaks functionality"," but the second error is gone when I change from to  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3323,closed,closed,2014-10-19 21:05:37,14.13,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3323,closed,reopened,2014-10-19 21:05:40,0.05,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3323,closed,closed,2014-10-19 21:09:29,3.82,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3323,closed,2,2014-10-19 20:51:29,5.9,,1,,"b""b' that should fix it'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3323,closed,3,2014-10-19 20:51:29,7.52,,1,,"b'b"" yes", my last commit fixes it, it\'s just that whoever implemented that did it for windows," in unix some socket calls are different and so it wasn\'t compiling. if you pull again from master it should work now""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3323,closed,4,2014-10-19 20:51:29,10.17,,,1,"b""b' awesome"," thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3323,closed,-,-,-,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,opened,2014-10-21 21:48:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,title,2014-10-21 21:48:25,00:00,,1,,"b""b' ofDirectShowPlayer does not compile w/ mingw / codeblocks'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,body,2014-10-21 21:48:25,00:00,,1,,"b""b' Update: Core OF now compiles", but ofDirectShowPlayer is not the default player on . Regression from d6d5c854109f  The quickest solution is to leave it out," but it will require us to revert to a different default video player. @prisonerjohn your thoughts?  Here is reference to past conversations: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,1,2014-10-21 21:48:25,32.82,,1,,"b'b"" This is fixed with #3340"," but this isn\'t a final solution.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,closed,2014-10-21 22:21:14,32.82,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,reopened,2014-10-21 22:21:26,0.2,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,2,2014-10-21 21:48:25,1.23,,1,,"b""b' I fixed the define to prevent compilation on MinGW / CB"," but we need to get ofDirectShowPlayer compiling with MinGW / codeblocks.  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,3,2014-10-21 21:48:25,60.97,,,1,"b'b"" Thanks for that link", wish I had seen it before working on this :) TBH I was unaware that OF was still supporting Code::Blocks on Windows, I can look into pulling the right includes when I\'ve got some free cycles. Reading through that conversation," it seems that DirectShow is on its way out and being replaced by WMF. I wonder if we should just revert the DirectShow player and try to get something based off [ofxWMFVideoPlayer]url  working instead?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,4,2014-10-21 21:48:25,6.03,,1,,"b'b"" @prisonerjohn Not sure what the best way forward.  Normally", I\'d say we should bail on , but ofSketch relies on it heavily (not codeblocks, just MinGW support, makefiles, etc) so we need to get it working ...  @carmines what do you think?  Since," for the time being we need to try to support MinGW (ideally without Quicktime) -what route would be best?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,5,2014-10-21 21:48:25,334.67,,,1,"b'b"" I\'d really love to keep codeblocks support around"," if only for the next time MS decides they don\'t want to offer a free version of VS anymore.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,6,2014-10-21 21:48:25,1144.92,,,1,"b'b"" Snce offering free versions of VS", I don\'t think MS would abandon that goodwill to the community. I can\'t speak for the VS team or MS, but I don\'t this this is would be something that would be abandoned. One option may be to try Visual Studio Online(VSO) to see if you can do builds of the code base. VSO supports git so creating a branch would be a matter of syncing and trying it out. As we discussed, this may help with building the dependency libs for Windows. I\'m not a build expert, but a big fan of WYSIWYG tools :) As for DShow I would say this is considered deprecated. There hasn\'t been active development on that product for a while now. There was another thread where we talked about a replacement. @stammen has some code we worked," hopefully he can point us to it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,7,2014-10-21 21:48:25,758.03,1,,,"b'b"" Just want to make clear the importance of supporting MinGW compiler (not necessary with Code::Blocks only", you can use it with Qt Creator and other open source IDE\'s): 1) MSVC doesn\'t support C++11 fully yet. 2) MinGW has no dependency on VCredist libraries. 3) MinGW can compile Windows binaries from Linux. I use this feature in production work, without it I wouldn\'t be able to use openFrameworks at all. 4) MinGW is the only open source compiler for Windows. Importance of being open is the reason why we have Microsoft Open Technologies group, right? As I understand," compiling ofDirectShowPlayer with MinGW is a matter of including right header files?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,8,2014-10-21 21:48:25,167.47,,,1,"b'b"" +1 to all that you say @procedural. += ofSketch (which is quickly becoming an important teaching / learning tool) relies on MinGW. Do you want to take a stab at getting the correct MS includes working for MinGW?  Also", it might be time to upgrade our MinGW build to a newer version.  Currently we\'re using 4.7.1 (I believe) which is CB 12.  I\'d love to see everything updated for newer MinGW and 64 bit on win," it\'s just a matter of having time to work on it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,9,2014-10-21 21:48:25,39.53,,1,,"b'b"" Yep", I\'ve planned to work on it on this weekend.Speaking of 64 bit Windows applications, for the past three months I\'m using MinGW-w64 without any problems so far, a tiny patch for openFrameworks is needed to make it work," I can send a PR if there\'s a need for it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,10,2014-10-21 21:48:25,92.83,,,1,"b""b' Would love to see a PR. :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,11,2014-10-21 21:48:25,175.23,,1,,"b'b"" I\'d urge you to read up on what [happened]url  in 2012", then. ;-) MS originally decided that desktop application development would require a paid version of VS 2012. They later backtracked after quite the uproar in the developer community," but the precedent is there...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,12,2014-10-21 21:48:25,1051.8,,,1,"b""b' @procedural @prisonerjohn I am happy to look at this today and see if I can get the DS stuff working for MingGW. Let me know if you already have a fix otherwise I will take a stab at it.  Cheers!Theo'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,13,2014-10-21 21:48:25,10.13,1,,,b'b\' @ofTheo -I haven\\\'t had time to work on it ... so unless @procedural has had time, I\\\'d say go for it. If you want to attack it from the command line / makefile side of things (in addition to codeblocks) here is the working toolchain we use for ofSketch. url  Basically," just download it and double-click the  file and it will open a pre-configured terminal  ready for you to navigate to the project directory and run ""make"".\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,14,2014-10-21 21:48:25,5.13,,,1,"b'b"" Funny", I\'ve compiled it just right now, about 5 minutes ago :) I didn\'t tested it yet, but I guess if it\'s compiled it should work. No fixes is needed aside non-matching names of headers and header redefinitions," I\'ll make a diff and post here...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,15,2014-10-21 21:48:25,5.75,,1,,"b'b""   Ok", it seems the only changes I made in openFrameworks, other header renamings were done in Theodore\'s [videoInput]url  can\'t remember which," but there was just a few.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,16,2014-10-21 21:48:25,10.12,,,1,"b""b' @procedural awesome thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,17,2014-10-21 21:48:25,1.03,,,1,"b""b' Thanks @bakercp that ofmingw will be really helpful for the other libs! '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,18,2014-10-21 21:48:25,1.03,,,1,"b'b"" Also", perhaps it\'s obvious, but make sure the correct video player is being used -in the current master," I have it ifdef\'d out for Mingw compilers. @ofTheo yes -that\'s how I\'ve been compiling apothecary libs for . :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,19,2014-10-21 21:48:25,2.07,,,1,"b'b"" @ofTheo also -it\'s minor but you\'ll notice that videoInput spews all sorts of countInit warnings b/c it thinks the variable is unused ... if you get a minute do you think you could take a look at fixing videoInput to get rid of that warning (again"," it may only be visible using ofMingGW). :smile:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,20,2014-10-21 21:48:25,4.53,,1,,"b'b"" These changes are the only changes I\'ve made to  ", not sure why HEADER wasn\'t defined, but this works for me: @bakercp Yea, by the way, openFrameworks includes Quicktime for windows even if it\'s not defined," I disabled it like so: Can we PR this change?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,21,2014-10-21 21:48:25,4.4,,,1,"b'b"" @procedural this all looks good to me -I won\'t have time to test it out today but if @oftheo can test it and merge a PR"," that would be great! ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,22,2014-10-21 21:48:25,5.08,,,1,"b""b' I will work on VI and the DS player and make sure both build and run ok thanks guys! '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,23,2014-10-21 21:48:25,1.57,,,1,"b""b' Awesome!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,24,2014-10-21 21:48:25,104.2,,1,,"b'b"" also", watch out with the capitalisation of include filenames and somesuch. Windows may not necessarily care, but it should be correct in any case (don\'t know if  will be case-sensitive on Windows," for example)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,25,2014-10-21 21:48:25,2.58,,1,,"b""b' @bilderbuchi indeed"," mingw is case-sensitive on linux...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,26,2014-10-21 21:48:25,1268.97,,1,,"b""b' @procedural and others: has this bug been fixed in the meantime?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,27,2014-10-21 21:48:25,300.88,,,1,"b""b' @bilderbuchi not yet!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,28,2014-10-21 21:48:25,629.45,,1,,"b'b"" Has anyone tested videoPlayerExample with DirectShow player? It doesn\'t work for me for MinGW or VS 2013""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,29,2014-10-21 21:48:25,323.02,,1,,"b""b' @procedural what are the errors you get in VS?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,30,2014-10-21 21:48:25,16.72,,,1,"b""b' @ofTheo it compiles and runs fine"," but the video is not shown'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,31,2014-10-21 21:48:25,91.25,,,1,"b'b"" Here\'s how it looks: ![]url  It spits this error to console endlessly:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,32,2014-10-21 21:48:25,28.1,,1,,"b""b' @procedural going to have a look at this today. finally have a windows setup that works. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,33,2014-10-21 21:48:25,4.17,,,1,"b""b' @ofTheo yaaay! Thank you!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,34,2014-10-21 21:48:25,221.12,,1,,"b'b\' @procedural I think for VS you might be missing the codec. ""Note: grab the K-Lite Mega Codec Pack 10.2 to allow it to play back QuickTime mov files."" \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,35,2014-10-21 21:48:25,0.33,,1,,"b'b"" I\'ve been trying to get it to compile in CB but having linking errors currently. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,36,2014-10-21 21:48:25,14.82,,,1,"b'b"" @ofTheo ah", maybe, I don\'t remember installing K-Lite. Thanks," I\'ll try that!I\'ve used these standard windows libraries to make it compile: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,37,2014-10-21 21:48:25,3.03,,,1,"b'b"" @procedural damn the cmake stuff you\'ve been doing looks pretty amazing!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,38,2014-10-21 21:48:25,95.6,1,,,"b""b' damn"," that stuff is still a thing?? ^^'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,39,2014-10-21 21:48:25,125.98,,1,,"b""b' @ofTheo thank you for kind words", I really appreciate it. And thanks for suggesting to install K-Lite, it works for both VS and MinGW now! ![]url  @bilderbuchi no default compiler, no standard package manager," no codecs -an ugly duckling of operating systems :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,40,2014-10-21 21:48:25,22.33,,1,,"b""b' By the way", K-Lite Codec Pack Basic, a lighter version," works too.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,41,2014-10-21 21:48:25,846.12,,1,,"b""b' @procedural by the way is this the current master? If so did you build all the updated libs for MinGW? Also did you have to modify ofDirectShowPlayer to get it to build for MinGW? '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,42,2014-10-21 21:48:25,219.37,,1,,"b'b"" @ofTheo yes", I\'m using master branch. I build only some of the libraries from sources, their versions are listed [here]url  most of the required packages [I get from MSYS2 package manager]url  Yes, I have to modify openFrameworks in order to compile it with MinGW without errors," [here\'s the patch]url  which does required changes for DirectShow player.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,43,2014-10-21 21:48:25,1176.37,,1,,"b""b' @bakercp @procedural @ofTheo what shall we do about this issue? Is it still ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,44,2014-10-21 21:48:25,27.78,,1,,"b""b' @bilderbuchi this PR fixes compiling on MinGW: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,45,2014-10-21 21:48:25,1301.02,,1,,"b""b' now that #4085 has been merged"," can we get an update about this bug? @bakercp ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,46,2014-10-21 21:48:25,417.83,,1,,"b""b' @procedural we were discussing on IRC the issue of C::B for 0.9.0 ( url  )  We were wondering if your build system is grabbing and building the latest 3rd party libs that the rest of OF is doing? I see the list you linked to here: url We were just trying to figure out if we could grab the CB libs from your repo in lieu of not having the apothecary scripts setup for CB. Do you build 64bit as well for CB or just 32bit? Also maybe as another option could we just use CB but with the VS compiler and VS libs would that work for the ofSketch stuff @bakercp ? '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3340,closed,47,2014-10-21 21:48:25,94.05,,,1,"b'b"" [reading irc] Well great", now oF has two Constantines :D I\'m Procedural there, btw.Not anymore, MSYS2 provides all I need now. It\'s a package manager for MinGW compiler family.Yep. It pulls all the libraries either from source repositories or in compiled form from package managers, nothing is introduced or modified there by me. That link points to outdated file, up-to-date versions can be seen in master: url I build 64-bit only libraries for Clang on Windows now, MinGW and MSVC were too slow for production work I did so I ditched them.It would for C, it won\'t for C++ because of ABI incompatibility between MSVC, MinGW / Clang and Intel\'s C++ compilers. MinGW claims to have support for linking against MSVC libraries," in practice it results in tons of cryptic link time errors.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
