REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,opened,2011-09-17 18:55:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,title,2011-09-17 18:55:48,00:00,,1,,"b""b' some way to subscribe to changes to keys'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,body,2011-09-17 18:55:48,00:00,1,,,"b""b' Hi", I apologize if this feature already exists, but I would like to request having a way to snoop changes to keys.  So a user would subscribe to a key, for example key foo. When anybody else performs a set command on foo, all subscribers get the new value of foo.  Please let me know if this is possible, this would be a killer feature for users like me.  Best," Matt'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,1,2011-09-17 18:55:48,1283.7,,1,,b'b\' Hello, this is something we want to implement, even if I never thought that the system would publish the new value of the key, but the operation performed on the key instead. To quote what I wrote about that in the mailing list recently.So we should have that new GETEVENTS, and possibly PGETVENTS to subscribe to patterns.This would publish in channels named like .. The published event could be the command name in many cases. For instance if I subscribe, using GETEVENTS," to  I would receive a message with the name of the comment every time  is modified. So if another client does SET foo BAR I\\\'ll receive ""set"". This we I can subscribe to the whole keyspace with PGETEVENTS ops.* Another thing I would implement is expire.\\\\* that will receive a message every time a key expires. So everything in this respect is currently pretty fluid. I want to think about it more", design it in the best way, and later implement it. But we\\\'ll get it soon or later, just it is not the right time to implement it right now as we have very big priorities currently. Cheers,Salvatore\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3065,open,3,2016-02-04 17:05:08,693.52,,,1,"b'b"" Hi", I\'m experiencing the same on AWS, Ubuntu 16.04, Redis 3.2.8. In my case, it\'s probably due to too much memory allocated to Redis itself," leaving too few for background tasks like AOF  dumps. This caused the disk to fill up due to these files being left around.  I\'d strong agree with purging these files upon failure. But it would be even better if Redis spared some of the memory dedicated to the cache itself for the housekeeping tasks like the ; this way I wouldn\'t have to bear in mind to leave some memory to other things that are not Redis so that Redis can take care of itself :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3065,open,4,2016-02-04 17:05:08,501.47,,1,,b'b\' We\\\'ve been having this happen to us. In the most recent case," the temp files were taking up 15gb on the drive within minutes (see timestamps below) and the server ran out of space so all new rewrites were now failing because there was no disk space. While I agree the the ""root"" of the problem is that the process is getting killed by OOM but even if the memory problem gets fixed", the box will continue to have rewrites fail since it has 0 bytes left on the disk.  Additionally, we\\\'ve been limiting the redis memory to less than half of the system memory (via maxmemory) and yet we still have redis running out of memory during rewrites. Here is the from a server when it was getting killed:   Here\\\'s the directory listing mentioned earlier: \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3065,open,5,2016-02-04 17:05:08,329.75,,1,,"b'b"" we\'re experiencing the same issue with redis-server 3:3.2.5-2~bpo8+1 debian"," proxmox vms""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3065,open,-,-,-,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3226,closed,opened,2016-05-13 09:48:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3226,closed,title,2016-05-13 09:48:58,00:00,,1,,"b""b' Allow non-interactive execution of install_server'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3226,closed,body,2016-05-13 09:48:58,00:00,,1,,"b""b' This PR adds the ability to execute the installation script non-interactively", useful for automated provisioning scripts such as Chef, Puppet, Ansible, Salt, etc.Simply feed the environment variables into the install script to skip the prompts. For debug and verification purposes," the script will still output the selected config variables.The plus side is that the environment variables also support command substitution (see REDIS_EXECUTABLE).  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3226,closed,1,2016-05-13 09:48:58,494.75,,,1,"b""b' Supporting automation would be highly appreciated. Would recommend adding a option to force the script to use the defaults as well.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3226,closed,2,2016-05-13 09:48:58,774.92,,,1,"b""b' Good feature", please could you update the pull request in order to document, with a top comment, that you can do that and what vars you need to set? Otherwise the feature will get no users. Most people will edit the file to check what it does," and the top comment can be very instructive. Thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3226,closed,3,2016-05-13 09:48:58,75.67,1,,,"b'b"" @antirez Done", I\'ve improved the top comment with documentation on how to run the script non-interactively. I\'ve also included an example in the comment," although it might be better to provide the default values into the example in case users  the example?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3226,closed,4,2016-05-13 09:48:58,65.62,,,1,"b'b"" Looks good to me with 1234 :-) It\'s just an example"," this stuff will likely end in a script with $VAR anyway. Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3226,closed,closed,2016-06-15 09:19:56,1410.97,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3226,closed,reopened,2016-06-15 09:19:59,0.05,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3226,closed,closed,2016-06-15 09:20:01,0.03,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3226,closed,5,2016-05-13 09:48:58,0.17,,1,,"b""b' p.s. Merged.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3226,closed,-,-,-,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3262,closed,opened,2016-05-24 09:42:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3262,closed,title,2016-05-24 09:42:17,00:00,,1,,"b""b' Why redis still occupy huge memory after I delete all keys? '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3262,closed,body,2016-05-24 09:42:17,00:00,,1,,"b""b' I set 100 000 key val string pairs in redis. After I delete all of them"," the info command shows that redis still occupy 11.54M memory and the dbsize command returned 0. What does these memory stored?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3262,closed,1,2016-05-24 09:42:17,21.18,,1,,b'b\' This is probably the internal data structures\\\' overhead. For example, Redishas a dictionary that it uses to store the keys in. That dictionary isresized as you insert keys, but it isn\\\'t shrunk when you delete them.On May 24, 2016 12:43 PM,"zhenglei2015"" notifications@ wrote: I set 100 000 key val string pairs in redis. After I delete all of them,the info command show that redis still occupy 11.54M memory and the dbsizecommand returned 0. What does these memory stored? \\xe2\\x80\\x94You are receiving this because you are subscribed to this thread.Reply to this email directly or view it on GitHuburl \''
redis	3262	closed	2	oranagra	2016-05-24 09:42:17	19.0		+1		b'b"" actually, the hashtable _is_ resized down when keys are deleted, but not when the dictionary is empty.i expect that if you\'ll add one key, you\'ll see the memory released after some time. if that\'s the problem, it was fixed here (not yet released):url ""'
redis	3262	closed	3	itamarhaber	2016-05-24 09:42:17	76.3			+1	b""b' @oranagra I stand corrected, thank you sir \\xf0\\x9f\\x91\\x8d '",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3262,closed,4,2016-05-24 09:42:17,863.33,,,1,"b""b' @oranagra Thanks for your reply. The problem is fixed on unstable branch I tested. But I get some confused about this. How this working? How many commits are relate to this?  Could you explain more detail? I need to merge this to 3.2 branch and put it online in our  feature is important for us. Thank you!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3262,closed,5,2016-05-24 09:42:17,168.05,,,1,"b'b"" this is just this small patch to redis.c (or server.c depends on the version you use):apply it to any version you like and you\'re good to go.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3262,closed,6,2016-05-24 09:42:17,60.93,1,,,"b'b"" @oranagra I applied this. But it seems that this only have effect when the dict become empty. After applied it(Redis version 3.2)", I set 10 000 kv and then delete them. Redis still  occupy 10.12M memory. But the problem was really fixed on the unstable branch. After I delete all key in Redis unstable version," Redis only occupy 900k which is same as Redis just started. I found a lot of difference between 3.2 and unstable .....Could you give me some conduct to fix this on 3.2 or other stable version? I\'m trying to do this.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3262,closed,7,2016-05-24 09:42:17,199.05,,,1,"b""b' @oranagra  It does work..... Thank you!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3262,closed,8,2016-05-24 09:42:17,288.38,,1,,"b""b' @zhenglei2015 I think url  will be helpful to you. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3262,closed,9,2016-05-24 09:42:17,770.8,,,1,"b'b"" @wang502  haha"," I got it. It\'s really  you! ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3262,closed,closed,2016-05-26 02:49:19,1027.03,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3262,closed,reopened,2016-05-26 02:49:36,0.28,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3262,closed,closed,2016-05-28 08:02:16,312.67,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3262,closed,-,-,-,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3337,closed,opened,2016-06-23 09:54:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3337,closed,title,2016-06-23 09:54:08,00:00,,1,,"b""b' Print issue After replication of Slave from master -Description of salve still start with M: '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3337,closed,body,2016-06-23 09:54:08,00:00,,,1,"b""b' I have tried to create 3 masters and 6 slaves. After replication and slave creation description still starts with **M :**Can we modify same to start with S: Like before replication shown for slave below. It will be easy to understand. hitesh@BLR1000009988:~/redis-3.2$ create replicas 2 127.0.0.1:7000 127.0.0.1:7001 127.0.0.1:7002 127.0.0.1:7003 127.0.0.1:7004 127.0.0.1:7005 127.0.0.1:7006 127.0.0.1:7007 127.0.0.1:7008'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3337,closed,1,2016-06-23 09:54:08,402.1,1,,,"b""b' +1Well"," I too had faced this confusion while I was trying this for the first time. Wanted to fix it here from then. Will give PR for this.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3337,closed,2,2016-06-23 09:54:08,750.18,,1,,"b""b' Have tested this one in my lab. @antirez Kindly check and merge.  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3337,closed,closed,2016-08-05 13:10:41,196.55,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3337,closed,reopened,2016-08-05 13:21:41,11.0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3337,closed,3,2016-06-23 09:54:08,495.57,,1,,"b""b' Hello"," this was closed by merging a PR. Should be ok now.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3337,closed,closed,2016-08-05 13:22:00,0.32,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3337,closed,-,-,-,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3391,open,opened,2016-07-16 11:07:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3391,open,title,2016-07-16 11:07:32,00:00,,1,,"b'b"" Single-Master Cluster Doesn\'t Fail Over""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3391,open,body,2016-07-16 11:07:32,00:00,1,,,"b'b"" I\'m investigating deploying Redis Cluster at scale. The big holdup for me is that I need to isolate nodes across fault domains. That is -I don\'t want to allow for the possibility of multiple nodes from the same fault domain serving the same set of slots. To that end", my preferred solution is several small disjoint clusters with some consistent hashing sprinkled on top of that. This allows me to keep all of Cluster\'s advantages while guaranteeing my fault tolerance. My preferred configuration is one Master and two Slaves per cluster, so that I can tolerate two concurrent failures and not need to worry about manually migrating slots between masters. However, it seems that when running in this 1+2 configuration, and I kill the Master, then the Slaves are unable to come to a consensus about who the master should be. From the Cluster spec, it seems like this is because there are no other masters in the cluster," so no election is possible. Is there a way that Slaves could have an election in the absence of Masters?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3391,open,1,2016-07-16 11:07:32,24.17,,1,,"b""b' Sounds like you want Redis Sentinel"," instead.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3391,open,2,2016-07-16 11:07:32,880.57,,1,,"b""b' follow upstair","redis sentinel can help you .I have use it with some DIY script'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3391,open,3,2016-07-16 11:07:32,6.07,,,1,"b""b' nice work'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3391,open,4,2016-07-16 11:07:32,3.35,,1,,"b""b' thx'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3391,open,5,2016-07-16 11:07:32,310.02,,,1,"b'b"" Thanks", folks. You\'re right -I got too hung up on Cluster. Sentinel does better fit the use case I described. But Cluster is _cool_ :) I\'m super excited about using Cluster, and I\'ve been studying it intensely for about a week now. I\'ve found a few additional suggestions that I\'ll share here:Allowing individual Redis instances to declare named fault domains that they belong to via configuration (Scale Unit 5, Machine Foobar), so that Cluster can make intelligent decisions about replicating masters in the most fault-tolerant way possible.CLUSTER MEET is actually a pretty dangerous command. Imagine you have two clusters that are both active and serving traffic. If I accidentally MEET them, they actually merge into one big cluster and one of them loses its data. It would be nice to have some sort of ALLOWMERGE option so that I can\'t accidentally do something dangerous. The expected case for MEET is just to add a node to an existing cluster, correct?Automatic rebalancing of Slaves. Cluster is good at making sure that each Master has at least one Slave. However, if I kill things in the right order," I can get into a situation where Masters A and B have one Slave each and Master C has 4 slaves.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3391,open,closed,2016-07-18 07:31:42,1224.17,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3391,open,6,2016-07-16 11:07:32,34.6,,1,,"b""b' Reopening for visibility. Feel free to close'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3391,open,reopened,2016-07-18 08:06:18,34.6,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3391,open,-,-,-,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3632,closed,opened,2016-11-23 09:56:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3632,closed,title,2016-11-23 09:56:14,00:00,,1,,"b""b' redis server version 3.2.0 and above crash on armv5tejl'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3632,closed,body,2016-11-23 09:56:14,00:00,,1,,"b'b"" Hi", I\'m evaluating redis on a small arm linux platform. Server version 3.0.0 and below works, but 3.2.0 and above does not. A simple hmset will crash the server immediately, see attached log. Sometimes I\'m able to add a couple of keys before the server dies," but I get a nil value when trying to get key value.  Memory is set to 10mb.  the server binary is cross-compiled on ubuntu 14.04.03 using arm-linux-gnueabi 4.7.3. libc is used.  Have I missed something obvious? br  [redis-3.2.0]url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3632,closed,1,2016-11-23 09:56:14,43.88,,,1,"b""b' Hello", there is no stack trace since ARM is not supported by the Redis stack trace thing. Please attach gdb and produce a stack trace. Thanks. Also if you can give me access to such a box," it will make it much simpler to understand / fix the problem. Regards.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3632,closed,2,2016-11-23 09:56:14,282.75,,,1,"b'b"" Hi","  thanks for quick reply!  I tried gdb and then I noticed that the lib\'s in the distro compared tomy x-compile environemnt has different versions :/  so I guess that the first thing for me is to fix the x-compile env so Icompile with the same libs that the sw is using on target.  I guess that a stacktrace for the main thread only is useless? or shallI attach it anyway?  unfortunately I\'m not able to provide any hw :(but if patch becomes available I can test it.  no need for you to hurry on this as I need to update my x-compiler.  br  Christer  2016-11-23 11:40 skrev Salvatore Sanfilippo: ## Links: [1] url [2]url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3632,closed,3,2016-11-23 09:56:14,14.67,,,1,"b""b' Hey"," stack trace for the main thread is already very useful. Thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3632,closed,4,2016-11-23 09:56:14,5.07,,,1,"b'b\' (gdb) bt #0  0x0005c2f4 in _serverAssert (estr=0xac608 ""retval == DICT_OK"""," estr@entry=0x163124 ""\\\\a"""," file=0xac53c ""db.c""","  file@entry=0x11ad0c ""|\\\\255\\\\021""", line=122, line@entry=1517796) at debug.c:565 #1  0x0005c354 in _serverAssertWithInfo (c=c@entry=0x0, o=0x16f8a4, o@entry=0x1728e4," estr=0x163124 ""\\\\a""","  estr@entry=0xac608 ""retval == DICT_OK"""," file=0x11ad0c ""|\\\\255\\\\021"""," file@entry=0xac53c ""db.c""", line=-566991962, line@entry=122)   at debug.c:625 #2  0x0003949c in dbAdd (key=0x1728e4, db=, val=) at db.c:122 #3  dbAdd (db=0x11ad0c, key=key@entry=0x1728e4, val=val@entry=0x16f8a4) at db.c:118 #4  0x0004f778 in hashTypeLookupWriteOrCreate (c=0x163124, key=0x1728e4) at t_hash.c:422 #5  0x0004ff98 in hmsetCommand (c=0x163124) at t_hash.c:526 #6  0x00025270 in call (c=c@entry=0x163124, flags=flags@entry=15) at server.c:2221 #7  0x00028548 in processCommand (c=0x163124) at server.c:2500 #8  0x000357b4 in processInputBuffer (c=0x163124) at networking.c:1296 #9  0x0001f6dc in aeProcessEvents (eventLoop=eventLoop@entry=0x11acd4, flags=flags@entry=3) at ae.c:412 #10 0x0001f9c8 in aeMain (eventLoop=0x11acd4) at ae.c:455 #11 0x0001cbac in main (argc=2, argv=0xbe90dce4) at server.c:4079 (gdb)  (gdb) info registers r0     0x0  0 r1     0x0  0 r2     0x78   120 r3     0xffffffff   4294967295 r4     0x7a   122 r5     0xac53c  705852 r6     0xac608  706056 r7     0x163124 1454372 r8     0xf  15 r9     0x1  1 r10    0x0  0 r11    0xb6d3c06c   3067330668 r12    0xb6e9b758   3068770136 sp     0xbe90da30   0xbe90da30 lr     0x5c2ec  377580 pc     0x5c2f4  0x5c2f4  cpsr     0x60000010   1610612752 (gdb)   \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
