REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18112,closed,4,2015-08-03 11:57:52,552.88,,,1,"b""b' Thanks! :-)'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18112,closed,5,2015-08-03 11:57:52,221.6,,1,,"b'b"" I think this issue is invalid. The SnapshotSeqNrFilenameFilter that was pointed out to ignore the timestamp is only used when deleting one single snapshot by its sequence number. User  api does not include a timestamp. I can\'t see anything wrong with the deleteSnapshots with a criteria. That one takes both seqNr and timestamp into account.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18112,closed,closed,2015-08-13 12:54:43,56.85,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18112,closed,6,2015-08-03 11:57:52,1196.38,1,,,"b'b"" Hi @patriknw", thanks for looking at this. On the surface it looks that way, but I think there\'s still a problem correctly builds a list of files matching the given sequence number and timestamp, but it then calls for each of these, which only takes into account the sequence number, just as you described. So in the case of multiple snapshots existing with the same sequence number, but different timestamps, they\'ll _all_ be deleted so yes, while the timestamp is initially taken into account, it ends up being ignored eventually. Also as far as I\'ve seen with  , sequence numbers are never incremented, so this problem is bound to occur when trying to delete all snapshots other than the latest for a given persistence ID. Given that, do you think my patch is the correct fix, or something else? For my project I\'ve copied locally and used the above patch to avoid any data loss, and it\'s working correctly. Thanks again," and sorry if I\'ve overlooked something.""'",,,,,,,,,,,
akka,18112,closed,7,2015-08-03 11:57:52,13.57,,,1,"b""b' Thanks for clarifying. Now it makes sense.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18112,closed,reopened,2015-08-14 09:04:24,1209.68,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18112,closed,8,2015-08-03 11:57:52,2.65,,1,,"b""b' No problem at all.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18112,closed,closed,2015-08-14 12:02:52,178.47,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18112,closed,9,2015-08-03 11:57:52,907.33,,,1,"b""b' Just confirming the fix in 0cd94e2 resolves the issue for me thanks a lot @patriknw!'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18112,closed,10,2015-08-03 11:57:52,1293.17,,,1,"b""b' thanks for reporting and confirming'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18112,closed,-,-,-,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,opened,2015-08-10 06:45:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,title,2015-08-10 06:45:09,00:00,,1,,"b""b' failed: AdaptiveLoadBalancingRouterSpec'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,body,2015-08-10 06:45:09,00:00,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,1,2015-08-10 06:45:09,168.0,,1,,"b""b' Different instance of the failure in url  url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,2,2015-08-10 06:45:09,9.95,1,,,"b'b"" The fails with  I\'ll investigate it deeper; I blame this on the environment... since the nodes become unreachable the test will fail"," it\'s not that the behaviour is wrong. We could tweak settings I guess...?""'",,,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,3,2015-08-10 06:45:09,90.9,,1,,"b'b"" Here it\'s always that UNREACHABLE gets triggered in the middle of the test.Here as well: url  The nodes can get reachable again", though that\'s not really helping as the requests were lost," so the count won\'t match up hm.""'",,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,4,2015-08-10 06:45:09,60.55,,1,,"b""b' Keeping as is \\xe2\\x80\\x93 failures caused due to network issues on jenkins env.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,5,2015-08-10 06:45:09,1062.05,,1,,"b""b' Here is another one. This time in  url  No unreachable"," but some rather long GC'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,6,2015-08-10 06:45:09,180.82,,1,,"b""b' url  some unexpected unreachable again'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,7,2015-08-10 06:45:09,1343.98,,,1,"b""b' url  ran on a0"," but its a multi-node test so a5 and a6 are involved as well.I think this test failure is very interesting to investigate for understanding the environment instability (or whatever it is). Why do we get unreachable here?  '""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,8,2015-08-10 06:45:09,9.52,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,9,2015-08-10 06:45:09,157.73,,1,,"b'b"" The GC printing was not enabled on all those nightly jobs", but the akka-multi-node shows some heavy GC that might be the reason for the unreachable. I\'ll increase the failure detector timeout," since this tests is supposed to stress the memory.""'",,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,closed,2015-08-27 16:09:05,563.93,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,reopened,2015-08-31 08:28:33,979.47,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,10,2015-08-10 06:45:09,1340.55,,1,,"b""b' It still fails after the increased failure detector timeout. Still unreachable.url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,11,2015-08-10 06:45:09,346.07,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,12,2015-08-10 06:45:09,45.63,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,13,2015-08-10 06:45:09,1002.58,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,14,2015-08-10 06:45:09,335.58,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,closed,2016-03-23 11:35:42,187.15,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18156,closed,-,-,-,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18160,open,opened,2015-08-10 09:36:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18160,open,title,2015-08-10 09:36:18,00:00,,1,,"b""b' FAILED: LightArrayRevolverSchedulerSpec'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18160,open,body,2015-08-10 09:36:18,00:00,,1,,"b""b' url  Split out from url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18160,open,1,2015-08-10 09:36:18,17.53,,1,,"b'b"" The scheduler spec failed tight around the timeout: It\'s a pretty timing sensitive test: I\'d leave as is as it has not reappeared""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18160,open,2,2015-08-10 09:36:18,3.63,,1,,"b""b' cc @patriknw Leave as is or increase tolerance?'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18160,open,closed,2015-08-10 12:04:16,147.97,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18160,open,3,2015-08-10 09:36:18,542.87,,1,,"b""b' Still failing: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18160,open,reopened,2015-10-09 19:00:20,416.07,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18160,open,4,2015-08-10 09:36:18,858.27,,1,,"b""b' closing because it has not reoccurred in a long time'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18160,open,closed,2016-03-08 09:18:36,858.27,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18160,open,5,2015-08-10 09:36:18,176.4,,1,,"b""b' Happened once again:  url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18160,open,reopened,2018-02-05 12:15:01,176.42,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18160,open,6,2015-08-10 09:36:18,1255.92,,1,,"b'b"" This test is indeed rather timing-sensitive and was already tagged \'timing\' perhaps we want to on Jenkins?""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18160,open,7,2015-08-10 09:36:18,1299.0,,1,,"b""b' But where would they run instead?'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18160,open,-,-,-,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,opened,2015-08-27 08:11:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,title,2015-08-27 08:11:15,00:00,,1,,"b""b' HTTPS client: Unexpected disconnect'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,body,2015-08-27 08:11:15,00:00,,1,,"b""b' What I try to do using akka-http My code Resulting Exception  '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,1,2015-08-27 08:11:15,2.68,,1,,"b""b' /cc @jrudolph @sirthias '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,2,2015-08-27 08:11:15,67.1,,1,,"b""b' Anything I can do to help debugging this?'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,3,2015-08-27 08:11:15,47.7,,1,,"b""b' Just tried databinder dispatch and that also works without issues so this clearly is a bug in akka-http'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,4,2015-08-27 08:11:15,41.88,,1,,"b""b' @jrudolph"," Could this be related to the yet pending HTTPS tickets?'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,5,2015-08-27 08:11:15,1.7,,,1,"b""b' @francisdb if you could run the same example with logging ( url  ) turned on we should see more details about the failure. Thanks for the help in advance!'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,6,2015-08-27 08:11:15,7.33,1,,,"b""b' @ktoso", you mean #18058? This could be, it would let the HTTP layer see just a connection closure instead of an HTTPs error. In any case," the pool slot message could probably also be a bit more informative :)'""",,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,7,2015-08-27 08:11:15,32.73,,1,,"b""b' This is what is logged (exception printed with )  '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,8,2015-08-27 08:11:15,1.05,,1,,"b""b' @ktoso you can easily run the code locally as that netatmo api is publicly accessible'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,9,2015-08-27 08:11:15,1324.07,,1,,"b'b"" As @jrudolph noticed", the lack of nice error message is related to the #18058 ticket which is being worked on right now. I was able to obtain the actual error causing the disconnection, here it is: I\'ll have a look why it doesn\'t can\'t validate the cert," and the other part of the ticket about a proper error message would be handled by the other ticket.""'",,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,10,2015-08-27 08:11:15,48.6,,1,,"b'b"" I also checked with and it\'s the same problem:  Will have a look at WS and differences in SSL context configurations then.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,11,2015-08-27 08:11:15,72.48,,1,,"b""b' WS as in play WS?'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,12,2015-08-27 08:11:15,6.85,,1,,"b'b"" Yeah"," since I believe they\'ve spent much more time configuring the ssl context there. // cc @wsargent anything obvious in the errors above I should look into here?""'",,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,13,2015-08-27 08:11:15,138.15,,1,,"b'b"" I\'d say the most likely cause is that the root certificates aren\'t picked up or are not properly configured for the JDK / machine running the example. Try running with to show more info about what\'s going on internally.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,14,2015-08-27 08:11:15,6.77,,,1,"b'b"" Indeed", that\'s where I got to eventually: One can add them manually," as explained here: url  so with a properly configured (i.e. including the cert for that page for example) it\'s all good. I\'m currently thinking  we can make this simpler to configure or explain or extract these bits of configuration logic from WS entirely actually. Thanks for the hint!""'",,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,15,2015-08-27 08:11:15,4.72,,1,,"b""b' I wonder why dispatch is not failing'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,16,2015-08-27 08:11:15,1.1,,1,,"b""b' @ktoso have you tried play WS and is that one also failing?'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,17,2015-08-27 08:11:15,1.37,,,1,"b'b"" @francisdbyes \\xe2\\x80\\x93 It\'s both _failing_ with _default config_: as well as _working fine_ once the additional certificate is configured. Note that WS is using the ning AsyncHttpClient. It\'s most likely that the libs which fail are somewhat more strict in their configuration than dispatch"," I\'ll dig around to try to find the difference.""'",,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,18,2015-08-27 08:11:15,3.55,,1,,"b""b' Btw. it seems to work for me with akka-http as well.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,19,2015-08-27 08:11:15,5.5,,,1,"b'b"" AFAICS no additional certificate should be required because the root certificate for the above site is usually trusted (Are we talking about the same certificate? The one I am seeing has this SHA1 fingerprint: 48:85:D1:A8:4C:E4:62:87:02:FF:1D:8B:EE:E7:8B:D4:2F:23:16:DF). I\'m somewhat confident that running with may already give some info about where certificate verification is going wrong. Otherwise"," you can also extract the most nested exception which contains fields that contain information about the certificate chain.""'",,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,20,2015-08-27 08:11:15,21.05,,1,,"b'b"" Huh", that\'s not the SHA1 I\'m seeing, it\'s and for me.I\'m checking with (and running  on JDK8) Anyhow, I don\'t think it\'s a bug in Akka itself," rather a SSLContext configuration issue.""'",,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,21,2015-08-27 08:11:15,27.82,,1,,"b""b' @ktoso I think you can just drop this as Using java UrlConnection also fails with and the latest databinder also fails (was not doing certificate checks by default)url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,22,2015-08-27 08:11:15,0.45,,1,,"b""b' can I somehow tell akka-http to ignore ssl issues for this host?'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,23,2015-08-27 08:11:15,7.88,1,,,"b""b' see alsourl url  sorry to not have looked further first a workaround per host would be welcome'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,closed,2015-09-03 15:23:47,432.53,2,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,24,2015-08-27 08:11:15,996.37,,1,,"b'b"" FWIW in  there\'s the package and also you can run which will synchronize the java root certificates with the root certificates from the system.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,25,2015-08-27 08:11:15,85.9,,1,,"b""b' This is a workaround on host level"," but of course not recommended.  '""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,26,2015-08-27 08:11:15,11.17,,1,,"b'b"" Btw. there\'s a test that shows how to add single (root) certificates to the trust manager: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,27,2015-08-27 08:11:15,11.85,,,1,"b""b' @jrudolph thanks"," even better :+1: '""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,28,2015-08-27 08:11:15,109.92,,1,,"b""b' @jrudolph using that test code I get  Want me to create a new ticket for this?Found this related stackoverflow [issue]url  that points to needing non-null host and port'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,29,2015-08-27 08:11:15,34.55,,1,,"b'b"" Since we have a discussion going here"," I\'ll reopen this ticket ""'",,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,reopened,2015-09-04 12:13:32,1249.75,2,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,30,2015-08-27 08:11:15,1209.97,,1,,"b""b' This looks as if you are trying to use (as hinted to in the example). In theory"," this is correct (and important for custom https configurations to be secure) but does not yet work with akka-http 1.0 and will likely lead to the exception you are getting.'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,31,2015-08-27 08:11:15,8.97,,1,,"b""b' @jrudolph I can confirm this works using HttpsContext(context) without that custom SSLParameters but then could you be a bit more specific on what might not be secure?'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,32,2015-08-27 08:11:15,6.52,,1,,"b""b' See #18062. The hostname in the certificate is not checked against the expected one without that line.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,33,2015-08-27 08:11:15,10.42,,,1,"b""b' Thanks. Anything left for this ticket"," I think we can close it?'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,34,2015-08-27 08:11:15,697.5,,,1,"b'b\' In fact 2 of the 3 api\\\'s I tried connecting to had this issue. The first one is mentioned above. The second one was a certificate using an unavailable cypher suite due to import control restrictions (JDK8).Fixed by patching the JDK using ""(JCE) Unlimited Strength Jurisdiction Policy Files""\''",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,35,2015-08-27 08:11:15,916.0,,,1,"b'b"" I\'ll keep it open as a reminder of making the config simpler or documenting it more. Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,36,2015-08-27 08:11:15,619.82,,1,,"b""b' I can confirm that with 2.0-M1 this now throws a proper exception instead of '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,37,2015-08-27 08:11:15,142.15,,,1,"b""b' Excellent"," thanks for confirming @francisdb! So I assume this ticket as resolved'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,closed,2015-11-07 00:24:54,731.37,2,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18334,closed,-,-,-,2,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18366,closed,opened,2015-08-31 13:09:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18366,closed,title,2015-08-31 13:09:53,00:00,,1,,"b""b' failed: CallingThreadDispatcherModelSpec'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,18366,closed,body,2015-08-31 13:09:53,00:00,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
