REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,14,2012-08-30 17:26:36,559.82,,,1,"b""b' Thanks. Please can you throw up a control page too.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,15,2012-08-30 17:26:36,77.8,,1,,b'b\' I\\\'m not sure what else you need," but if you describe your need for ""throw up a control page"" I can probably do it. That is a full stock install of h5bp 4.0.2", the only changes were to  and you can see those via view source. \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,16,2012-08-30 17:26:36,1116.53,,1,,"b'b\' A [control]url  would be a ""default"" page against which the HTML5 Boilerplate code can be compared. In this case", it would be a page with the meta tag but no conditional comments around the opening tag.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,17,2012-08-30 17:26:36,1056.2,,1,,"b""b' Here is the control page: url  Note that no compatibility view button appears on the address bar: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,18,2012-08-30 17:26:36,268.55,,1,,"b""b' Remove or add an empty conditional comment to the top: url  Here is a page without: url  Here is a page with it: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,19,2012-08-30 17:26:36,134.0,1,,,"b'b"" @getsetbro That does appear to fix it! Man it\'s ugly tho.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,20,2012-08-30 17:26:36,23.4,,1,,"b'b"" @getsetbro @dmethvin I had a look in IE10 on Windows 8 and didn\'t notice a difference...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,21,2012-08-30 17:26:36,7.15,,1,,"b'b"" @wayferer @dmethvin IE10 does not need the comment at the top. That is for previous IE\'s. IE10 ignores it. But it does need the X-UA-Compatible meta tag to NOT be wrapped in a comment like some solutions are advising.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,22,2012-08-30 17:26:36,1.57,,1,,"b""b' @getsetbro Gotcha.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,23,2012-08-30 17:26:36,2.08,,1,,b'b\' To be clear," when I said ""fix it"" I meant that will the leading comment IE9 doesn\\\'t show the compatibility view button on the URL bar", which is what I want since we don\\\'t want users to throw IE into compat view.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,24,2012-08-30 17:26:36,12.0,,1,,"b'b"" Right. It does not keep the Browser Mode out of Compatibility View but itdoes keep the Document Mode in the latest Standards Mode that the versionof IE provides. The Document Mode determines the rendering engine. TBH I amnot sure what the impact is of it being in Compat Mode while the Doc Modeis the latest. I haven\'t seen UI affects. I have gathered that it canaffect the UA String.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,25,2012-08-30 17:26:36,1035.87,,1,,"b""b' @dmethvin A different way to fix it would be to move the conditionalstatements to the BODY tag instead of HTML. But I am guessing there is areason why they are not there.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,26,2012-08-30 17:26:36,15.38,,1,,"b'b"" In the original @paulirish [blog post]url  they were on the body", but were switched to the html tag. I\'m not sure of all the history and  behind it," although the blog post has a pretty decent audit trail.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,27,2012-08-30 17:26:36,59.47,,1,,"b'b"" We moved it to the html element for performance reasons. As @dmethvin points out the whole story is captured in paul\'s post. I might write it up chronologically just for these discussions.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,28,2012-08-30 17:26:36,1186.15,,1,,"b""b' @roblarsen The post mentions performance issues with conditional comments around link tags"," not the body tag. Am I missing something? UPDATE: An additional empty conditional comment might be necessary: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,29,2012-08-30 17:26:36,61.82,,1,,"b'b"" Yeah"," you\'re missing something. The conversation continued after the option of the empty comment was introduced (since people didn\'t like the empty comment.)  A large part of the decision-making process on these kind of things happens in the comments.  I\'ll write up the chronology just for clarity. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,30,2012-08-30 17:26:36,20.6,,,1,"b""b' That would be great"," thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,31,2012-08-30 17:26:36,626.2,,,1,"b""b' As promised: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,32,2012-08-30 17:26:36,1002.13,1,,,"b'b\' Does this suggest that stepping back to the ""empty conditional"" fix shown by Stoyan is in fact the ugly but pragmatic path to take (assuming projects that must support oldIE)?\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,33,2012-08-30 17:26:36,317.08,,1,,"b""b' url  would fix this. remove the conditional. Add class defunctr-ie-only to the html element. add the script after modernizr. There would be a difference in class names. Currenly this project uses .lt-ie8 etc. Defunctr uses .ie-lt-8 etc. But that is the only difference in generation. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,34,2012-08-30 17:26:36,25.95,1,,,"b'b"" @victoriafrench Defunctr looks really good (I\'m gonna try it)", but I fear we want to be setting this as close as possible to the first thing rendered, which is why using conditionals around  so ideal. If we need to wait for JS," it may already be too late for certain use cases.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,closed,2013-10-21 18:40:28,415.87,5,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,-,-,-,5,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1213,closed,opened,2012-09-18 21:02:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1213,closed,title,2012-09-18 21:02:48,00:00,,1,,"b'b\' Behavior class. "".ir""  / Comportamento da classe "".ir""\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1213,closed,body,2012-09-18 21:02:48,00:00,1,,,"b'b"" I may be making a mistake", however the behavior of this class is not the same as before.I\'m having to use css antido to fix this.I want to use the new version however I am not understanding what happened to this class. I hope to help the community. Pode ser que eu esteja cometendo algum erro," porem o comportamento dessa class n\\xc3\\xa3o \\xc3\\xa9 o mesmo da anterior.Estou tendo que usar o css antido para corrigir isso.Quero usar a nova vers\\xc3\\xa3o porem n\\xc3\\xa3o estou compreendendo o que houve com essa class. Espero a ajuda da comunidade. before after  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1213,closed,closed,2012-09-18 21:03:08,0.33,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1213,closed,reopened,2012-09-18 21:03:11,0.05,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1213,closed,1,2012-09-18 21:02:48,2.92,,1,,"b'b"" What\'s the actual problem that you\'re having?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1213,closed,2,2012-09-18 21:02:48,8.67,,1,,"b'b"" This is my html code The \'h1\' and \'a\' tag is not hidden.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1213,closed,3,2012-09-18 21:02:48,11.22,,1,,"b""b' Do you have set on  ? Ideally it should work like this url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1213,closed,4,2012-09-18 21:02:48,14.78,,1,,"b'b"" Yeah you\'ll need to add  .""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1213,closed,closed,2012-09-18 21:40:24,37.22,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1213,closed,5,2012-09-18 21:02:48,5.02,,1,,"b""b' @necolas what is the reasoning behind not setting set on the class by default?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1213,closed,6,2012-09-18 21:02:48,17.27,,,1,"b""b' @necolas Thanks", and I agree with @kevva ," why?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1213,closed,7,2012-09-18 21:02:48,46.65,,1,,"b""b' Because it can also apply to elements set to  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1213,closed,8,2012-09-18 21:02:48,64.22,,1,,"b""b' Ah", yeah," of course. Makes sense.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1213,closed,-,-,-,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1226,closed,opened,2012-09-30 13:04:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1226,closed,title,2012-09-30 13:04:43,00:00,,1,,"b""b' php_value / php_flags must be inside the  condition'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1226,closed,body,2012-09-30 13:04:43,00:00,,1,,b'b\' Hi guys, I recently wanted to push one of my project on the pagodbox hosting service and they provide Apache with PHP as CGI. The consequence is that all the php_flag / php_value will fail :[XXX 2012] [alert] [client ] /: Invalid command \\\'php_flag\\\'," perhaps misspelled or defined by a module not included in the server configuration If I move all the php_\\\\* declarations inside the ""IfModule php5_module""", they will not fail but still be interpreted for another server running PHP as module.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1226,closed,closed,2012-10-31 12:27:36,1402.88,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1226,closed,reopened,2012-10-31 12:27:43,0.12,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1226,closed,1,2012-09-30 13:04:43,1438.3,,1,,"b'b"" That is because the directives from the will only work if you\'re running as an Apache module"," otherwise the process will be run outside of the server and therefore Apache won\'t know how to interpret them. @fr-freelance: try to move the directives into the (also see [#L486]url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1226,closed,closed,2012-10-31 13:03:01,35.3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1226,closed,2,2012-09-30 13:04:43,186.7,,,1,b'b\' Thank you @alrra for replying to my issue. Well i\\\'m not totally satisfied and i\\\'ll try to explain here : 1. If you have php5 module loaded," this won\\\'t make any change to integrate the ""php_flag"" or ""php_value"" directives inside the  condition2. If you use PHP5 as CGI", this will actualy fail and Apache will report the error i said above. I know you have to use another technique (like modifing the  file) to change the values, but the most important is that this will not fail. Why I\\\'m telling you this," is that i have some servers (localhost and other) with php5 module and some with PHP5 loaded with CGI (like cloud hosting services) but I don\\\'t want the php5 directives to make my same project fail and report the error in production. So moving the php directives into the  condition will fix the error failure (because ""php_flag"" and ""php_values"" depends on the php5_module). I think it\\\'s the same for the caching rules : if you don\\\'t have the module", you don\\\'t enjoy the caching rules but at least the rules won\\\'t make the project fail. Hope this is clearer and that it helps.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1226,closed,reopened,2012-10-31 18:55:38,352.62,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1226,closed,3,2012-09-30 13:04:43,1259.82,1,,,b'b\' @fr-freelance sorry I misunderstood, thanks for clarifying. Those directives are commented out and not included into an block for several reasons, among them being:  1) Not all work in  , even if you are using as an Apache module (e.g.: [expose_php]url 2) Some directives won\\\'t work in all (sub)versions of (: [magic_quotes_gpc]url 3) Not everybody uses them plus, the use is really dependent of the version (e.g. acording to the documentation," you only need if you\\\'re using [php < 4.2.0]url  ( **edit**: [_""Support for PHP 4 has been discontinued since 2007-12-31. Please consider upgrading to PHP 5.""_]url  So those directives are there more as helpful information", and that\\\'s due to the fact that can be integrated with Apache in multiple ways," there are multiple (sub)versions of still in use and the use of the directives is highly dependent on the version that you are using. ## By default it won\\\'t as the directives are commented out :) **edit:** _Changed the "" "" part of the title to "" ""_\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1226,closed,4,2012-09-30 13:04:43,227.0,,,1,"b""b' Thanks @alrra for digging this. Well"," I understand that there are many ways to use PHP and these directives are more a recommandation.Integrating a  condition for these directives (like on  documentation page) will maybe make H5BP easier to use for other people by not failing and so by no digging for the error log file and understand why this fails...  If the uncomment the lines of course.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1226,closed,closed,2012-11-01 16:56:36,1320.97,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1226,closed,-,-,-,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1229,closed,opened,2012-10-03 21:18:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1229,closed,title,2012-10-03 21:18:02,00:00,,1,,"b""b' Fixed the stubbing utility.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1229,closed,body,2012-10-03 21:18:02,00:00,,1,,"b""b' As it is being discussed in url  the stubbing utility is not working as intended (it is throwing", for example, in IE6). The associated commit, which is essentially a shortened version of the patch provided by @bgrins in the diff discussion, fixes this problem by actually exposing a global object (which will either be the original method, if defined," or a dummy object).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1229,closed,1,2012-10-03 21:18:02,84.63,,1,,"b""b' @mathiasbynens Got any time to look over what needs doing with this function?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1229,closed,2,2012-10-03 21:18:02,76.03,,1,,"b""b' legit. :+1:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1229,closed,closed,2012-10-14 13:16:11,958.15,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1229,closed,3,2012-10-03 21:18:02,801.22,,,1,"b'b"" Thanks for the PR"," @bmcustodio.This code works for me in IE6 and IE7. [Here]url  is my test. I\'ve added this PR and the other improvements outlined in the comments in 578f3778498442aa5106997ae1d6e379aa93e109 on [branch  ]url Can you please verify that the code in this branch is working for you?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1229,closed,reopened,2012-10-14 13:20:08,3.95,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1229,closed,4,2012-10-03 21:18:02,326.77,,,1,"b""b' @drublic: Yep"," the code in this branch works just fine under IE6 and IE7. I have ran your test as well and everything seems smooth.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1229,closed,closed,2012-10-14 19:10:53,350.75,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1229,closed,reopened,2012-10-14 19:11:35,0.7,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1229,closed,5,2012-10-03 21:18:02,27.43,,,1,"b""b' Thanks for looking into that again"," @bmcustodio!@mathiasbynens does this look good for you?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1229,closed,6,2012-10-03 21:18:02,586.55,,,1,"b""b' Thanks guys. Merged into master now.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1229,closed,closed,2012-10-19 05:00:41,589.1,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1229,closed,-,-,-,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1245,closed,opened,2012-10-29 07:27:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1245,closed,title,2012-10-29 07:27:33,00:00,,1,,"b""b' Sorted flags", added documentation," maintainence'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1245,closed,body,2012-10-29 07:27:33,00:00,,1,,"b""b' Your .htaccess is huge.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1245,closed,1,2012-10-29 07:27:33,209.08,,,1,"b""b' @ChristianBundy the sorting is incomplete", see line notes.  Also," can you please change the commit message ? ([AddType]url  and [ExpiresByType]url  are directives) Thank you!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1245,closed,2,2012-10-29 07:27:33,532.28,,,1,"b'b"" @alrra Thank you. I\'ve reviewed your line notes and made the requested changes. Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1245,closed,closed,2012-10-29 19:48:58,741.42,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1245,closed,reopened,2012-10-29 19:49:02,0.07,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1245,closed,3,2012-10-29 07:27:33,942.47,,,1,"b'b"" @ChristianBundy wow", that was a mess ... anyway, I\'ve merged the sorting part into the project. As an advice: please read []url  and, in the future, try to respect those things. Also, before you work on a new .," update your fork with the latest changes (we already updated [Modernizr to 2.6.2]url  and [jQuery to 1.8.2]url  Thanks again!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
