REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,opened,2011-05-10 13:37:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,title,2011-05-10 13:37:13,00:00,,1,,"b""b' Ticket 105 Problem with saving habtm between different db-schemas '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,body,2011-05-10 13:37:13,00:00,,1,,b'b\' Hi," Please consider merging this branch.  It fixes the problem logged in [lighthouse ticket #105]url  The second commit is required to avoid the ""Unknown table \\\'foo\\\' in MULTI DELETE"" error as discussed in [this blog post]url \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,1,2011-05-10 13:37:13,3.13,,1,,"b'b"" Forgot to mention that \'with\' key is required in the relationship declaration.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,2,2011-05-10 13:37:13,114.37,,1,,"b""b' Tests? Also I would not assume that both tables can be accessed using the same connection. So you should call the insert on the datasource fro the other model.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,3,2011-05-10 13:37:13,643.43,,1,,"b'b"" Since the HABTM has defined \'with\' key", it would use the value from the join model. eg: For tests," i\'ll try to update existing and write new ones up. This broke a lot of tests since it compares: against  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,4,2011-05-10 13:37:13,143.8,,1,,"b'b"" Let me try to rework this.  I\'m closing this pull request for now.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,closed,2011-05-11 04:41:57,904.73,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,reopened,2011-05-12 06:41:41,119.73,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,5,2011-05-10 13:37:13,129.97,,1,,"b'b"" @lorenzo", Can you comment on the additional commit @4f12dde53d5a2c8095c42984188081d663a2231d ? The deletions and insertions are now using the otherdb datasource. @211976fb3f29323a90fa8d698cd78076bcc3a700 introduces another parameter to fullTableName which may have bigger effect on the framework. I have adjusted test cases. At this point, all existing model and behavior tests passes. If you think this approach is sound, I\'ll add more tests for this use-case," rework the patch properly and remove the clumsy \'if\' conditions wherever possible.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,10,2015-07-02 16:46:32,680.72,,1,,"b""b' patchOrNewEntity() ? But I have my douts as I had with findOrCreate().'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,11,2015-07-02 16:46:32,241.17,,,1,"b'b"" @markstory Thanks for your reply :)I didn\'t understand why i can use the **markNew** option with  and i can\'t use it with the **newEntity** method By the way i added this lines to the Marshaller::one(line 119) method and it works  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,12,2015-07-02 16:46:32,771.03,,1,,"b'b"" @flashios09 Well lets you use the constructor options", while does not. There are separate options for each method, and very few are shared. We don\'t support the option in for example. Given that we have a patchEntity() method for updating existing entities," why did you want to use newEntity() instead?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,13,2015-07-02 16:46:32,429.35,,,1,"b'b"" For consistency\'s sake we could add those 2 lines in the Marshaller if that makes people happy :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,14,2015-07-02 16:46:32,85.93,,1,,"b'b"" @markstory I created a Versionable Behavior", every time i add or update an entity i save a new Version in a versions table(id, entity_id, model, version_id, json_entity) where json_entity has the content(all fields), then i have a versions action in the controller to get a specific(or all) entity version  I want just to convert this to this: After that i can set the versioned entity(or all the versioned entities) to the view, overwrite the entity 8 in the Articles table with an existing  version in the Versions table.that\'s the code of the format method Every time that i want to set [\'new\'] to false i have to use the isNew method," i don\'t have an array to patch with an existing entity so i don\'t need patchEntity. That\'s why i want to use directly the markNew option with the newEntity method  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,15,2015-07-02 16:46:32,6.13,,1,,"b'b"" @flashios09 Why don\'t you make a PR with your suggested change and 1-2 tests? :)I bet this would get it merged way sooner than discussing it here more.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,16,2015-07-02 16:46:32,15.8,1,,,"b'b"" @dereuromark i don\'t know how to do a PULL REQUEST :(I suggest adding this lines to the ::one(line 119): It works for me""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,17,2015-07-02 16:46:32,1.95,,1,,"b""b' Always a first time for everything.Fork", push the changes to a new branch," and make the PR.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,18,2015-07-02 16:46:32,9.92,,,1,"b""b' @dereuromark I will try"," i have to learn how to create a new branch then push the changes and finally make a PR. Thanks '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,19,2015-07-02 16:46:32,20.27,,,1,"b'b"" Thanks for the additional detail @flashios09. Given that you are turning off most of the features of the marshaller"," wouldn\'t using new be simpler? I am hesitant to add this option as I don\'t know if it makes sense given the method name and the intention behind it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,20,2015-07-02 16:46:32,7.6,1,,,"b'b"" @markstory Sorry i didn\'t understand your last reply :(What do you mean by **using new be simpler** and whats **the features of the marshaller that will be turned off**?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,21,2015-07-02 16:46:32,377.28,,1,,"b'b"" You\'ve turned off validation", and aren\'t using any association marshalling. If I\'m understanding the code you currently have," it is effectively:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,22,2015-07-02 16:46:32,26.38,,,1,"b'b"" @markstory Thanks for the method", before i didn\'t know how to get the entityClass (eg. **App\\\\Model\\\\Entity\\\\Article**), with i loose the entityClass(return **Cake\\\\ORM\\\\Entity**).I have just another question," to replace the i have to loop the $array and create an entity for each item like this: or there is a better solution ?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,23,2015-07-02 16:46:32,571.68,,1,,"b'b"" Yes you would need a loop. But you could also extract the common code to get the entity class out of both sides of the conditional. In either case"," I think there are existing options that don\'t require adding a new option that will likely muddle the differences between updating an existing record and creating new ones.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,24,2015-07-02 16:46:32,747.77,,,1,"b'b"" @markstory I don\'t think it\'s possible to extract the common code to get the entity class out of both sides of the conditional.I have to get the before i do If i have key -If i have key How can i get the without testing if the **is an array or not** !That\'s the code of the format method(VersionTrait::format()):  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,25,2015-07-02 16:46:32,81.9,,1,,"b'b"" You\'re right you wouldn\'t be able to get the modelname without a type check. Given that there is a good alternative to adding what could be a confusing and inconsistent option"," I\'m going to close this issue.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,closed,2015-07-08 16:45:49,1338.2,3,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,26,2015-07-02 16:46:32,5.28,,,1,"b""b' @markstory Thanks for all the help"," i will finish the Version Package and ask @dereuromark to add it to the url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,27,2015-07-02 16:46:32,43.8,,,1,"b""b' @flashios09 Awesome :+1:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,-,-,-,3,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6933,closed,opened,2015-07-03 07:58:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6933,closed,title,2015-07-03 07:58:47,00:00,,1,,"b'b""  i18n initdb doesn\'t work on PHP 5.6.10""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6933,closed,body,2015-07-03 07:58:47,00:00,,,1,"b'b"" Hi! When I\'m running  i18n initdb only that happens is that the menu for  i18n opens. Issue is with Cake v3.0.8 Example on command: url  I\'m running PHP 5.6.10php -v: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6933,closed,1,2015-07-03 07:58:47,1.92,,1,,"b""b' Because there is no initdb command. :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6933,closed,closed,2015-07-03 08:00:42,1.92,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6933,closed,reopened,2015-07-03 08:00:51,0.15,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6933,closed,2,2015-07-03 07:58:47,0.5,,1,,"b""b' Reopening until the manual page is fixed url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6933,closed,3,2015-07-03 07:58:47,1.3,,1,,"b""b' Closing as I created a ticket in th docs repo :D'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6933,closed,closed,2015-07-03 08:02:30,1.65,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6933,closed,-,-,-,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6944,closed,opened,2015-07-04 01:43:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6944,closed,title,2015-07-04 01:43:59,00:00,,1,,"b'b"" PaginatorHelper don\'t irregular working in custom route rules""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6944,closed,body,2015-07-04 01:43:59,00:00,,,1,"b'b"" # My Route Rules  # My Controller:  # My Paginator:  # Display Html Code  ### the first li can\'t display normal url; But visit url  it\'s fine.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6944,closed,closed,2015-07-04 01:55:22,11.38,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6944,closed,reopened,2015-07-04 01:58:32,3.17,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6944,closed,1,2015-07-04 01:43:59,130.33,,1,,"b""b'   fix that the question has fixed'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6944,closed,2,2015-07-04 01:43:59,4.17,,1,,"b""b' Can you make a pull request with the proposed fix.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6944,closed,3,2015-07-04 01:43:59,18.75,,1,,"b""b' @ADmad  yes . i will. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6944,closed,4,2015-07-04 01:43:59,1243.75,,1,,"b""b' Closing as #6946 was merged.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6944,closed,closed,2015-07-07 01:00:59,1382.45,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6944,closed,-,-,-,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,opened,2015-07-21 06:31:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,title,2015-07-21 06:31:51,00:00,,1,,"b'b"" \'updated (modified)\' field not changing when injected in form and $fieldList is provided""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,body,2015-07-21 06:31:51,00:00,,1,,"b'b"" If SecurityComponent is not used and $fieldList array without \'updated\' field is set for saving request data and user submits a form with \'updated\' field", Cakephp does not change the \'updated\' field value. I checked this from the UPDATE query.It the form is not tampered with \'updated\' field, there is no problem. Also if this field is added to $fieldList array," it will be changed with the request data provided.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,1,2015-07-21 06:31:51,14.37,,1,,"b""b' Please provide the data array"," save() statement and resultant query showing the issue.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,2,2015-07-21 06:31:51,43.42,,1,,"b""b'   resulted query:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,3,2015-07-21 06:31:51,6.13,1,,,"b""b' also if I replace with to create a new article"," I get an error for not providing the field (it is a Not Null field in db):  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,4,2015-07-21 06:31:51,18.13,,1,,"b'b"" Well the error says so either you haven\'t set default null as you claim or you need to clear model cache.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,5,2015-07-21 06:31:51,5.7,,1,,"b""b' If the field is explicitly set in data array then you need to include it in too. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,closed,2015-07-21 07:59:36,87.75,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,6,2015-07-21 06:31:51,6.13,,1,,"b'b"" Also I forgot to say if I remove the \'updated\' field: result query And also I\'ve had not any problem with setting \'created\' and \'updated\' as Not Null. As you see the INSERT INTO query has \'created\' field but not \'updated\' field. And I said the form is tampered"," this code was a demo only and not with request data.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,7,2015-07-21 06:31:51,6.68,,1,,"b""b' For the code provided above the sql query is expected.  Form tampering is a totally unrelated issue. Use Security component if you want to avoid form tampering.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,8,2015-07-21 06:31:51,6.7,,1,,"b'b"" So if the sql query is expected"," why does cakephp add the \'updated\' field to sql query when it does not exist in $data? And removes it from sql query when it exists in $data? This is obviously not a consistant way. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,9,2015-07-21 06:31:51,5.12,,1,,"b'b"" It removed it because you provided a and did not include  .  If you don\'t provide in data it is auto handled for you. If you explicitly provide value for it in data and have also set then you also need to explicitly include it in too. The behavior is consistent and logical.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,10,2015-07-21 06:31:51,225.93,,1,,"b'b"" You\'re right but I think if this field is auto magical and has special meaning it would be more logical if its meaning was preserved even if wrong efforts were made. Or else", simply this behavior could be turned off.@markstory," could you please inform me of your idea?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,11,2015-07-21 06:31:51,19.78,,,1,"b""b' So you want the framework to just ignore user input and do stuff magically? Good luck having @markstory agree with your opinion.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,12,2015-07-21 06:31:51,41.93,,,1,"b""b' Yes! When updated filed is not listed in $fieldList"," it simply means we want to ignore it. Do you have other opinion?Documentation says:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,13,2015-07-21 06:31:51,233.92,,1,,"b'b"" Every single time we\'ve done this in the past it has blown up in our (the maintainers of CakePHP) faces. I much prefer interfaces and code that does what it is told. If you are manually setting the updated field"," that is the value you should get. There are use cases where the updated field should be manually set and having magic that overwrites user input makes those use cases impossible. By following explicit input we allow both use cases to exist and the way each scenario is accommodated is clear and easy to understand.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,14,2015-07-21 06:31:51,196.85,,1,,"b'b"" @markstory", I\'m only talking about saving model with $fieldList (third parameter of save method) provided. I mean when updated is not listed in $fieldList (so it is not expected to be passed in $data) simply ignore its value (as it is done now) but also fill it with the magic value (instead of removing it totally which is done now). Currently if $data has not updated field and it is not listed in $fieldList, cakephp adds this updated automagically.And when it is expected to set and save updated field as input $data and also $fieldList is provided," simply add updated field to $fieldList.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,15,2015-07-21 06:31:51,44.28,,,1,"b'b"" If you are using a then only the fields you whitelist should be saved. No magic. FieldList is a security related option", and I don\'t feel comfortable adding any conventions or magic around those kinds of features. If you really want," you could use an application behavior to modify the whitelist used for the save operation as it is in a mutable array that is passed to  .""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,16,2015-07-21 06:31:51,9.98,1,,,"b""b' I think @mohsen-ekhtiari is kind of right in what he expects", is mainly meant for preventing mass assignment," I find it odd that it would prevent automatic timestamp setting.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,17,2015-07-21 06:31:51,168.35,,1,,"b'b"" @markstory ", @lorenzo , I\'ve prepared a comparison:Please compare these cases (which is current cakephp behavior).In both the same policy is applied in saving (not whitelisting \'updated\' through save\'s third arument: $fieldList=array(\'title\')).In the first case, $data contains \'updated\' and in the second case not.But cakephp\'s generated sql query does not contain \'updated\' in first case," and contains in second case.Case 1: resulted sql query:  case 2: resulted sql query:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,18,2015-07-21 06:31:51,183.05,,1,,"b'b"" @lorenzo But it\'s not automatic if field is provided in data array.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,19,2015-07-21 06:31:51,4.45,,1,,"b""b' @mohsen-ekhtiari Why are you not using SecurityComponent?  Apart from this issue there can be other problems if you only rely on  . E.g. Form can be tampered to remove a field or modify value of hidden field. Just using is not going to prevent either of those.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,20,2015-07-21 06:31:51,242.27,,1,,"b'b"" @ADmad I do use SecurityComponent for some users actions (even using CAPCHA is some). But I do not use it for administrative actions which are mostly bulk AJAX post operations. Furthermore", I do not use it for mobile app submitting post requests.Tampering a form to remove a field is not a concern for me. If the field value is required and could not be calculated, the whole request is invalid and throws error.Changing hidden fields like id are also checked or validated. for example if a user is not allowed to edit an article with some id,  is prevented to do so by checking some logic such as being the owner. And if  is allowed to do so,  can do it any way, as long as not trying to change not-allowed fields like publish_status.Although CRF is a concern in this way, but logging important changes of database," prevents a possible calamity. So I do not want someone sending a post request with injected updated field and this action although not destructive causes me to lose track of database records\' update time.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,21,2015-07-21 06:31:51,3.87,,1,,"b""b' That means you do need SecurityComponent.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,22,2015-07-21 06:31:51,78.77,,,1,"b""b' I think you either not read what I said or not understood my previous comment.Consider a page listing articles and each article has a button next to it which makes that article either published or unpublished. How do you implement it simply without using an iframe or a GET (!!) reuest with security token?  And how about api calls or RESTful web services for mobile apps interactions? Do you you of how to implement their POST or PUT actions?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,23,2015-07-21 06:31:51,729.63,,1,,"b""b' I agree"," fieldList should have no effect on the automatic saving of timestamps. It is completely unexpected that random input would disable the feature'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,24,2015-07-21 06:31:51,67.78,,1,,"b'b"" @lorenzo I don\'t completely agree. If a specific value is provided for we should use that value and not overwrite it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,25,2015-07-21 06:31:51,302.2,,1,,"b'b"" @markstory I don\'t mean to ignore user input. I mean if cakephp drops part of the user input (updated and created fields) because it is not allowed in fieldList array", why not return to its original behavior and fill them with the values it was supposed to and did if those ignored values were not provided?And if the user is supposed to change these fields (updated and created), why not  adds these fields to fieldList array? Finally, do you mean user can change these fields even if not listed in fieldList array? If so you should not drop it from the query," at least.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,26,2015-07-21 06:31:51,640.13,,1,,"b""b' @mohsen-ekhtiari Fields not in the cannot be modified by user input.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,27,2015-07-21 06:31:51,273.27,,1,,"b""b' @markstory But do you confirm one of the cases 1 or 2 (I mentioned in url  is not desirable? If your answer yes"," which one?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,28,2015-07-21 06:31:51,484.52,,,1,"b""b' @mohsen-ekhtiari I think case 1 and 2 are fine with the current behavior. I could see how someone would expect that in case one the updated value would be ignored"," and the automatic value would be used instead though.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,29,2015-07-21 06:31:51,96.77,,,1,b'b\' @markstory In fact I came to this behavior by an accidental test! I was testing the $fieldList feature to see how it works. And by chance I thought what if someone add an updated field to the form (which all my models have). I expected the newly added updated field by tampering the form (or originally a POST) does not have effect on current behavior of the action because it was banned by $fieldList array. Although I could and did simply add lines to unset updated and created fields from the request data before saving (not lying on $fieldList array for these two fields) to get the updated field changing with current timestamp, I think it is not intuitive (I found it by chance). And If no actions are to be taken and this should be accepted," I recommend following lines to be added to $fieldList behavior for others:""Although $fieldList could be used to prevents user from changing updated and created fields"," you should remove these fields manually in order to make automatic updating of these fields working"".\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,7076,closed,30,2015-07-21 06:31:51,1071.78,,1,,"b""b' @markstory If the value is provided", and allowed in fieldList, the value should be usedIf the value is not provided, the automatic timestamp should be used, regardless of the fieldListIf the value is provided and is blocked by fieldList, the automatic timestamp should be used. The user is preventing malicious users from manually passing the timestamp," but is definitely not opting out of the feature.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
