REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,
phpunit,1426,closed,1,2014-09-04 19:44:19,6.45,,1,,"b""b' That is the expected behaviour. The foo_test has two public test methods"," so both are run.'""",,,,,,,,,,,,,,,,,,
phpunit,1426,closed,2,2014-09-04 19:44:19,21.43,,,1,"b""b' The problem is"," its running 2 times! And why if I run everything works fine and test function in  is running only once? '""",,,,,,,,,,,,,,,,,,
phpunit,1426,closed,closed,2014-09-04 20:14:15,29.93,0,2,2,,,,,,,,,,,,,,,,,,,,
phpunit,1426,closed,reopened,2014-09-04 20:14:22,0.12,0,2,2,,,,,,,,,,,,,,,,,,,,
phpunit,1426,closed,3,2014-09-04 19:44:19,15.57,,1,,"b'b"" Yes", that\'s the expected behaviour. When phpunit runs your bar_test class it runs one test. When phpunit runs your foo_test class it runs two more tests. It doesn\'t know if the test was run already, it just runs all the tests for each class one by one. You should have 3 tests executed here," and you do.""'",,,,,,,,,,,,,,,,
phpunit,1426,closed,4,2014-09-04 19:44:19,9.6,,,1,"b""b' And why if I run phpunit  everything works fine and test function in  is running only once?'""",,,,,,,,,,,,,,,,,,,
phpunit,1426,closed,5,2014-09-04 19:44:19,7.07,,1,,"b""b' Did you read what I just wrote?'""",,,,,,,,,,,,,,,,,,,
phpunit,1426,closed,6,2014-09-04 19:44:19,1.8,,1,,"b""b'   has two test methods:   has one test method:Executing runs both tests from and nothing from  .'""",,,,,,,,,,,,,,,,,,,
phpunit,1426,closed,7,2014-09-04 19:44:19,22.18,,1,,"b""b' @GrahamCampbell Yep. If I use command the test in patent class runs 2 times"," as if the test class were in folder too. If I run  directly the class is used as parent. Do u see what my problem is? @whatthejeff I want to run all tests in folder foo. To do this I use testsuites. But phpunit loads parent class as if this class were in foo  but its not there.'""",,,,,,,,,,,,,,,,,,
phpunit,1426,closed,8,2014-09-04 19:44:19,111.52,,1,,"b""b' The issue with test suite loading has to do with the way the files are named. In order for PHPUnit to map test classes to files", PHPUnit expects the filename to mirror the class name. For instance, your test files should be named and  . Also," you might want to upgrade since fixes some bugs related to test suite loading when test class inheritance is involved.'""",,,,,,,,,,,,,,,,
phpunit,1426,closed,9,2014-09-04 19:44:19,1194.85,,,1,"b""b' @whatthejeff Thanks a lot! Problem was with class naming"," if its the same like file name then everthing is working fine. I will upgrade and testing if this comes then. '""",,,,,,,,,,,,,,,,,,
phpunit,1426,closed,closed,2014-09-05 18:54:47,1360.42,0,7,4,,,,,,,,,,,,,,,,,,,,
phpunit,1426,closed,-,-,-,0,7,4,,,,,,,,,,,,,,,,,,,,
phpunit,1497,closed,opened,2014-11-07 14:21:08,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,1497,closed,title,2014-11-07 14:21:08,00:00,,1,,"b""b' PHP Warning:  strpos(): Empty needle in .. on line 114'""",,,,,,,,,,,,,,,,,,,
phpunit,1497,closed,body,2014-11-07 14:21:08,00:00,,,1,"b'b"" Hi"," I have this warning when i test my application. Apparently it\'s only when the test fail. I have only one test case. And my  PHPUnit 4.3.4  Thanks for your awesome work !""'",,,,,,,,,,,,,,,,,,
phpunit,1497,closed,1,2014-11-07 14:21:08,1353.95,,1,,"b'b"" I\'m not able to reproduce this by running your tests. Is it possible this has something to do with zephir?""'",,,,,,,,,,,,,,,,,,,
phpunit,1497,closed,2,2014-11-07 14:21:08,30.92,,1,,"b'b"" I\'m not able to reproduce too", because my vagrant vm crash and after re-install a new one," the test pass correctly. What should i do with the issue ? Close it ?""'",,,,,,,,,,,,,,,,,
phpunit,1497,closed,3,2014-11-07 14:21:08,1.52,,1,,"b""b' Yeah"," reopen if it pops up again.'""",,,,,,,,,,,,,,,,,,
phpunit,1497,closed,4,2014-11-07 14:21:08,0.58,,,1,"b""b' Thanks :+1: '""",,,,,,,,,,,,,,,,,,,
phpunit,1497,closed,closed,2014-11-14 13:28:06,1386.97,0,4,2,,,,,,,,,,,,,,,,,,,,
phpunit,1497,closed,5,2014-11-07 14:21:08,0.35,,1,,"b""b' No problemo :)'""",,,,,,,,,,,,,,,,,,,
phpunit,1497,closed,6,2014-11-07 14:21:08,1290.7,,,1,b'b\' Hi, The issue happen again," after investigate i found the probleme.I have addded this code at url  The output  phpdoc about getFileName Thats mean the ""Doctrine\\\\Instantiator\\\\Instantiator"" is considered as CORE class"," and it\\\'s true... i explain. I\\\'m actualy working on project thats translate php to zephir. I have translate ""Doctrine\\\\Instantiator"" and add it as php extension. Do you think it is good to add a check for this very specifique case ? Thanks\''",,,,,,,,,,,,,,,,
phpunit,1497,closed,reopened,2014-11-28 10:59:10,1291.07,0,5,3,,,,,,,,,,,,,,,,,,,,
phpunit,1497,closed,7,2014-11-07 14:21:08,1025.05,1,,,"b'b"" Dear contributor", let me start by apologizing for not commenting  working on the issue you have reported or merging the pull request you have sent sooner. PHPUnit 5.0 was released today. And today I am closing all open bug reports and pull requests for PHPUnit and its dependencies that I maintain. Please do not interpret the closing of this ticket as an insult or a lack of interest in your problem. I am sorry for any inconvenience this may cause. If the topic of this ticket is still relevant then please open a new ticket or send a new pull request. If your ticket or pull request is about a defect then please check whether the issue still exists in PHPUnit 4.8 (which will received bug fixes until August 2016). If your ticket or pull request is about a new feature then please port your patch PHPUnit 5.0 before sending a new pull request. I hope that today\'s extreme backlog grooming will allow me to respond to bug reports and pull requests in a more timely manner in the future. Thank you for your understanding,"Sebastian""'",,,,,,,,,,,,,,,,,
phpunit,1497,closed,closed,2015-10-02 04:04:12,1025.03,1,5,3,,,,,,,,,,,,,,,,,,,,
phpunit,1497,closed,-,-,-,1,5,3,,,,,,,,,,,,,,,,,,,,
phpunit,1525,closed,opened,2014-12-12 15:22:22,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,1525,closed,title,2014-12-12 15:22:22,00:00,,1,,"b""b' Allow multiple options for colors flag'""",,,,,,,,,,,,,,,,,,,
phpunit,1525,closed,body,2014-12-12 15:22:22,00:00,,1,,"b""b' Per my comment on url '""",,,,,,,,,,,,,,,,,,,
phpunit,1525,closed,1,2014-12-12 15:22:22,1.82,,1,,"b""b' Maybe this would be better targeted at 4.5 rather than 4.6?'""",,,,,,,,,,,,,,,,,,,
phpunit,1525,closed,2,2014-12-12 15:22:22,1.35,,1,,"b""b' Maybe. I forked it from master after reading "," I thought that was the Done Thing (tm).'""",,,,,,,,,,,,,,,,,,
phpunit,1525,closed,closed,2014-12-12 15:25:32,3.17,0,4,0,,,,,,,,,,,,,,,,,,,,
phpunit,1525,closed,reopened,2014-12-12 15:25:36,0.07,0,4,0,,,,,,,,,,,,,,,,,,,,
phpunit,1525,closed,3,2014-12-12 15:22:22,0.73,1,,,"b""b' Pushing to the master means you will have to wait 15 more weeks before this ends up in a stable release.'""",,,,,,,,,,,,,,,,,,,
phpunit,1525,closed,4,2014-12-12 15:22:22,0.43,,1,,"b""b' Derp.'""",,,,,,,,,,,,,,,,,,,
phpunit,1525,closed,closed,2014-12-12 15:28:32,2.93,1,5,0,,,,,,,,,,,,,,,,,,,,
phpunit,1525,closed,5,2014-12-12 15:22:22,1127.17,,1,,"b'b\' The branch is already ""locked"" for anything but bugfixes. This will have to go into  .\''",,,,,,,,,,,,,,,,,,,
phpunit,1525,closed,-,-,-,1,6,0,,,,,,,,,,,,,,,,,,,,
phpunit,1527,closed,opened,2014-12-12 15:34:31,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,1527,closed,title,2014-12-12 15:34:31,00:00,,1,,"b""b' Allow to define options to display colors'""",,,,,,,,,,,,,,,,,,,
phpunit,1527,closed,body,2014-12-12 15:34:31,00:00,,1,,"b'b"" Related to #1458 and #1525. It\'s basically the same idea of #1526 but this also allows you to use the configuration file to define the colors while #1526 only allows you to do it by command line.""'",,,,,,,,,,,,,,,,,,,
phpunit,1527,closed,1,2014-12-12 15:34:31,17.13,,1,,"b'b"" Doesn\'t this break BC by enforcing that colors must now have an argument?""'",,,,,,,,,,,,,,,,,,,
phpunit,1527,closed,2,2014-12-12 15:34:31,2.5,,1,,"b'b"" Exactly the opposite"," it doesn\'t.""'",,,,,,,,,,,,,,,,,,
phpunit,1527,closed,3,2014-12-12 15:34:31,29.92,,1,,"b'b"" I will close that pull request in favor of #1526"," I don\'t @sebastianbergmann is going to have a different opinion of you guys.@jbladen feel free to take the documentation part of this pull request to yours.""'",,,,,,,,,,,,,,,,,,
phpunit,1527,closed,closed,2014-12-12 16:24:04,49.55,0,5,0,,,,,,,,,,,,,,,,,,,,
phpunit,1527,closed,reopened,2014-12-12 16:54:16,30.2,0,5,0,,,,,,,,,,,,,,,,,,,,
phpunit,1527,closed,4,2014-12-12 15:34:31,34.4,,1,,"b""b' I decided to change some stuff"," create a PHPT test and keep the pull request opened for a while.'""",,,,,,,,,,,,,,,,,,
phpunit,1527,closed,closed,2014-12-15 10:22:58,1048.7,0,6,0,,,,,,,,,,,,,,,,,,,,
phpunit,1527,closed,5,2014-12-12 15:34:31,1058.08,,1,,"b""b' :-('""",,,,,,,,,,,,,,,,,,,
phpunit,1527,closed,6,2014-12-12 15:34:31,1061.12,,1,,"b'b"" @remicollet What\'s wrong?""'",,,,,,,,,,,,,,,,,,,
phpunit,1527,closed,7,2014-12-12 15:34:31,1068.95,1,,,b'b\' The old colors=true in configuration file make terribly ugly output in build log (reason for the change to detect if colors are possible) Allowing colors=always, which is going to be used by some projects (to get colors in travis)  will put us in the same bad situation as previous, having to patch tons of configuration files. More, it will make the configuration file (which use colors=always) incompatible with older phpunit version, thus," raising dependency on phpunit 4.x only for this ""cosmetic"" feature I still really think that change need to be applied in hasColorSupport() to properly detect case where colors are possible", and that," if this ""force"" mode is allowed", it should be only allowed from command line, not from configuration file.\'',,,,,,,,,,
phpunit,1527,closed,8,2014-12-12 15:34:31,1073.97,,,1,"b""b' I understand your perspective", Remi, but I think for PHPUnit we should focus on its users and not on the users of its users," if that makes sense. Patches to improve are appreciated as well as disallowing in the configuration file.'""",,,,,,,,,,,,,,,,
phpunit,1527,closed,9,2014-12-12 15:34:31,1191.15,,1,,"b""b' @sebastianbergmann thanksSee url '""",,,,,,,,,,,,,,,,,,,
phpunit,1527,closed,10,2014-12-12 15:34:31,1226.32,,,1,"b'b"" @remicollet", I saw what you did on #1529, but as you already know what you tried to fix in #1458 was not fixed yet and it must be fixed on [Environment]url  Now you can use  , and but the BC (  and  ) was kept and this the most important. You said it is _incompatible with older PHPUnit versions_ but this is a new feature, so IMHO it\'s perfectly acceptable, unless new features are not allowed in the configuration file. There is quite difference between  , and I think if a person want use it, specifically," is for a good reason.""'",,,,,,,,,,,
phpunit,1527,closed,11,2014-12-12 15:34:31,1263.3,1,,,b'b\' @henriquemoody sorry," I haven\\\'t understood your last comment :( My feeling:colors enable when no support for colors was fixed by 1458colors not enabled when supported is a new bug in Environment / hasColorSupportnew options colors=always is only a (poor) workaround to this second bug. I don\\\'t say new feature are not allowed in configuration. I just mean that some project are going to use colors=""always"" and raise dependency on phpunit 4.6 just for this ""comestic""", which is terrible tricky. I think hasColorSupport() is enough for me. If people want to improve it, they can (ex add detection for Travis), but I really don\\\'t care: Having colors where not supported is critical (reason for 1529)Not having colors where supported is NOT critical. Remember: PHPUnit is a tool to run unit test. I really think we should focus on test feature.\'',,,,,,,,,,,,,,,
phpunit,1527,closed,12,2014-12-12 15:34:31,1290.0,,,1,"b'b"" #1458 may fix the problem of having in a Linux environment but for me it\'s desperate solution since it creates duplications. This checking is already made in the [PHPUnit_TextUI_ResultPrinter]url  which is", in fact, the responsible for it.As I can see, looks like you have cases when is not supported but it still is enabled.No, it\'s not, it\'s a new feature. I\'m sure you know  , for example, does the same. Now you can pipe the output and still have colors, you can read it with  , for example. BTW, [hasColorSupport()]url  as you can see in its docblock it is just a copy of [Symfony\\\\Console]url  and I haven\'t seem people reporting bugs like that, maybe there is something I didn\'t catch yet.Agreed, but it doesn\'t mean we don\'t have to care about anything else," I think that\'s the same reason you sent #1458.""'",,,,,,
phpunit,1527,closed,-,-,-,2,9,3,,,,,,,,,,,,,,,,,,,,
phpunit,1616,closed,opened,2015-02-14 20:37:31,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,1616,closed,title,2015-02-14 20:37:31,00:00,,1,,"b""b' Switch the order in which @before methods and setUp() are executed'""",,,,,,,,,,,,,,,,,,,
phpunit,1616,closed,body,2015-02-14 20:37:31,00:00,,1,,"b""b' The methods that are tagged with are called _after_ the method. That makes it impossible to use traits for some generic setup code and then use the already existing services from the generic setup to do a specialed  "," example:  '""",,,,,,,,,,,,,,,,,,
phpunit,1616,closed,1,2015-02-14 20:37:31,790.7,,,1,"b""b' I would love this feature too. :+1: '""",,,,,,,,,,,,,,,,,,,
phpunit,1616,closed,2,2015-02-14 20:37:31,1274.42,,1,,"b""b' Can you send a pull request"," @beberlei? I think this can go into  .'""",,,,,,,,,,,,,,,,,,
phpunit,1616,closed,3,2015-02-14 20:37:31,825.13,,1,,"b""b' \\xf0\\x9f\\x91\\x8d agreed'""",,,,,,,,,,,,,,,,,,,
phpunit,1616,closed,4,2015-02-14 20:37:31,1338.28,,1,,"b""b' I want to open a PR for this. Some questions to avoid implementing the wrong thing:1. what should be the behavior for  ? By simmetry it should be called after  ?2. what should be the behavior of and  ? Will they follow the same pattern of being called respectively before and after and  ?'""",,,,,,,,,,,,,,,,,,,
phpunit,1616,closed,5,2015-02-14 20:37:31,1144.7,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,
phpunit,1616,closed,6,2015-02-14 20:37:31,59.58,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,
phpunit,1616,closed,7,2015-02-14 20:37:31,1278.53,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,
phpunit,1616,closed,8,2015-02-14 20:37:31,663.4,,1,,"b'b"" +1 @giorgiosironi what\'s the status of PR 1722? I see it failed a CI check.""'",,,,,,,,,,,,,,,,,,,
phpunit,1616,closed,9,2015-02-14 20:37:31,689.28,,1,,"b""b' It failed the run on PHP 7 which was unstable at the time"," no test failure on current versions of PHP.My questions at url  stills stand to define some other behavior so that I can finish it.'""",,,,,,,,,,,,,,,,,,
phpunit,1616,closed,10,2015-02-14 20:37:31,11.97,,1,,"b'b"" I don\'t know what the right behavior would be", @giorgiosironi. Mostly due to the fact that I don\'t use  ," etc.""'",,,,,,,,,,,,,,,,,
phpunit,1616,closed,11,2015-02-14 20:37:31,101.63,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,
phpunit,1616,closed,12,2015-02-14 20:37:31,1290.12,,1,,"b""b' This should do what you propose", @beberlei," right?  '""",,,,,,,,,,,,,,,,,
phpunit,1616,closed,13,2015-02-14 20:37:31,62.77,,1,,"b""b' As discussed with @beberlei"," only the order for and must be changed.'""",,,,,,,,,,,,,,,,,,
